Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date,EandR,Map,USGS7.5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum
5003,USA,WY,Fremont,Cretaceous,"Cody Sh., from basal part of 2nd sandy zone above base.","Campanian, Lower about 81.7 MY",,,"1975' W/E, 1800' S/N sec. 26, T.34 N., R. 95 W. Elev. 5520'",Scaphites hippocrepis,,W. A. Cobban,9/13/1965,,Alkali Butte ,,42.894,-108.17554,,,02/18/2014,Scaphites hippocrepis,
1571,USA,WY,Natrona,Cretaceous,Cody shale,Campanian,,,"NE¼  sec. 22, T. 31 N., R. 82 W.","Pteria haydeni, Ethmocardium whitei, Tellina equilateralis, Mactra formosa, Baculites sp.",,H. A. Tourtelot,1956,,,,42.64364,-106.64394,,,02/18/2014,"Pteria haydeni, Ethmocardium whitei, Tellina equilateralis, Mactra formosa, Baculites sp.",
1572,USA,WY,Natrona,Cretaceous,Cody shale,Campanian,,,"NE¼  sec. 22, T. 31 N., R. 82 W.","Inoceramus sp., Ethmocardium whitei, Gyrodes sp., Baculites sp. Baculites sp.",,H. A. Tourtelot,1956,,,,42.64364,-106.64394,,,02/18/2014,"Inoceramus sp., Ethmocardium whitei, Gyrodes sp., Baculites sp. Baculites sp.",
1575,USA,WY,Big Horn,Cretaceous,Cody shale,Campanian,,,"Sec. 27, T. 54 N., R. 95 W ",Placenticeras planum,,H. A. Tourtelot,1956,,,,44.62917,-108.27875,,,02/18/2014,Placenticeras planum,
5002,USA,WY,Fremont,Cretaceous,Cody Shale,Campanian,,,"1000' E/W, 2175' S/N sec. 26, T. 34 N., R. 95W., ","Shipworm tubes, Inoceramus ",Scaphites hippocrepis,"J. R. Gill, Reynolds, Merewether",9/13/1965,,Alkali Butte ,,42.89302,-108.18343,,,02/18/2014,"Shipworm tubes, Inoceramus ",
5205,USA,MT,Gallatin,Cretaceous,Cody Shale,Campanian,,,"W½NE¼ sec. 15 , T. 3 N., R. 6 E.","Inoceramus sp., Gryphaea aff. G. vesicularis (Lamarck), Pholadomya papyracea Meek and Hayden, Eutrephoceras sp.",,Betty Skipp,7/22/1965,NR-65-8D,Hatfield Mountain ,Hatfield Mountain,46.0133,-110.9613,,,02/18/2014,"Inoceramus sp., Gryphaea aff. G. vesicularis (Lamarck), Pholadomya papyracea Meek and Hayden, Eutrephoceras sp.",
5450,USA,WY,Carbon,Cretaceous,Cody Shale,"Campanian, Lower about 81.7 MY",,,"North edge center SE¼SW¼SW¼ sec. 34, T. 26 N., R. 89 W..","Baculites sp., Scaphites hippocrepis (Dekay)",Scaphites hippocrepis,M. W. Reynolds,8/13/1966,OF-66-10D,Lamont and Bairoil ,,42.17668,-107.46051,,,02/18/2014,"Baculites sp., Scaphites hippocrepis (Dekay)",
6033,USA,WY,Carbon,Cretaceous,Cody Shale,"Campanian, Lower. about 80.9 MY",,,"NW¼SW¼SW¼SW¼ sec. 20, T. 26 N., R. 88 W.",Baculites sp. (smooth,Haresiceras placentiform and H. natronense,M.W. Reynolds,4/27/1967,OF-67-6D,,,42.20523,-107.38611,,,02/18/2014,Baculites sp. (smooth,
8481,USA,WY,Natrona,Cretaceous,Cody Shale,Campanian,,,"SE1/4SE1/4NE1/4 sec. 35, T. 39 N., R. 83 W.",Inoceramus erectus meek (late form),Cremnoceramus erectus,E. A. Merewether,8/1/1972,OER-72-3D,Big Sulfur Draw  ,,43.30493,-106.76513,,,02/18/2014,Inoceramuserectus meek (late form),
9149,USA,WY,Park,Cretaceous ,Cody Shale,Campanian,,,"Elk Butte area, near Marathon No. 38 Lady well,  2,345 feet from north line and 100 feet from east line of sec. 31, T. 51 N., R. 100 W.","Inoceramus (Volviceramus) sp, Baculites asper Morton, Neocrioceras sp",,E. A Merewether ,7/19/1974,OER-74-17D,Oregon Basin   ,,44.34937,-108.91792,,,02/18/2014,"Inoceramus (Volviceramus) sp, Baculites asper Morton, Neocrioceras sp",
9258,USA,WY,Park,Cretaceous ,Cody Shale,Campanian,,,"South side of Clarks Fork valley near center of the NE1/4 sec. 21, T. 56 N., R. 103 W.","Nuculana sp, Pseudoperna congesta (Conrad), Inoceramus browni Cragin, Syncyclonema sp, Cardium sp, Gastropods (sent to Sohl), Baculites sp, Forresteria  sp",,E.A Merewether ,10/8/1974,OER-74-19D,Deep Lake   ,,44.82234,-109.26518,,,02/18/2014,"Nuculana sp, Pseudoperna congesta (Conrad), Inoceramus browni Cragin, Syncyclonema sp, Cardium sp, Gastropods (sent to Sohl), Baculites sp, Forresteria  sp",
9261,USA,WY,Park,Cretaceous ,Cody Shale,Campanian,,,"South side of Clarks Fork valley in center of the S1/2 NE1/4 sec. 21, T. 56 N., R. 103 W.","Inoceramus sp, Pseudoperna congesta (Conrad), Veniella goniophoro Meek, Crassatella sp, Cardium sp, Gastropods (sent to Sohl), Baculites sp",,E.A Merewether ,10/8/1974,OER-74-19D,Deep Lake   ,,44.81969,-109.26564,,,02/18/2014,"Inoceramus sp, Pseudoperna congesta (Conrad), Veniella goniophoro Meek, Crassatella sp, Cardium sp, Gastropods (sent to Sohl), Baculites sp",
9277,USA,WY,Big Horn,Cretaceous ,Cody Shale,Campanian,,,"At common corner of secs. 28, 29, 32, and 33, T. 55 N., R. 95 W.","Inoceramus sp, Internal mold of gastropods, Baculites sp",,E.A Merewether ,8/28/1974,OER-74-19D,North Emblem Reservoir   ,,44.70901,-108.30913,,,02/18/2014,"Inoceramus sp, Internal mold of gastropods, Baculites sp",
11950,USA,WY,Hot Springs,Cretaceous,Cody Shale,Campanian,,,"From 0.7 mile northwest of northwest corner of Albino Lake in NW1/4 sec. 36, T. 8 S., R. 3 E., ","Inoceramus subquadratus Schlueter, Baculites codyensis Reeside ",,R. G. Tysdal,1982,CMR-82-9D,Sphinx Mountain ,,45.09761,-111.30631,,,02/18/2014,"Inoceramus subquadratus Schlueter, Baculites codyensis Reeside ",
12350,USA,MT,Broadwater,Cretaceous,Cody Shale,Campanian,,,"NE1/4 SE1/4 sec. 30, T. 7 N., R. 1 E.","Inoceramus sp, Scaphites sp.",,R. G. Tysdal,1983,CMR-83-14D,Townsend ,,46.33163,-111.64301,,,02/18/2014,"Inoceramus sp, Scaphites sp.",
12891,USA,MT,Madison,Cretaceous,Cody Shale,Campanian,,,"NE1/4 sec. 4, T. 7 S., R. 2 E.",Inoceramus undabundus Meek & Hayden ,,R. G. Tysdal,1987,CMR-87-2D,,,45.25661,-111.48063,,,02/18/2014,Inoceramus undabundus Meek & Hayden ,
12893,USA,MT,Madison,Cretaceous,Cody Shale,Campanian,,,"NE1/4 sec. 4, T. 7 S., R. 2 E.",Scaphites sp,,R. G. Tysdal,1987,CMR-87-2D,,,45.25661,-111.48063,,,02/18/2014,Scaphites sp,
12894,USA,MT,Madison,Cretaceous,Cody Shale,Campanian,,,"NE1/4 sec. 4, T. 7 S., R. 2 E.",Inoceramus sp,,R. G. Tysdal,1987,CMR-87-2D,,,45.25661,-111.48063,,,02/18/2014,Inoceramus sp,
12899,USA,MT,Madison,Cretaceous,Cody Shale,Campanian,,,"NE1/4 sec. 4, T. 7 S., R. 2 E.",Voliceramus n. sp,,R. G. Tysdal,1987,CMR-87-2D,,,45.25661,-111.48063,,,02/18/2014,Voliceramus n. sp,
13382,USA,MT,Gallatin,Cretaceous,Cody Shale,Campanian,,,"North side of Sixteen Mile road 7-1/2 miles east of Maudlow in the SW1/4 sec. 6, T. 4 N., R. 6 E., Lat 46°06', long. 111°05' ","Cremnoceramus sp, Volviceramus umbonatus (Meek and Hayden), Rhynchostreon n. sp",,T.S. Dyman,1992,PG-92-4D,Maudlow 15'  ,,46.1,-111.08333,Bull 1962,,02/18/2014,"Cremnoceramus sp, Volviceramus umbonatus (Meek and Hayden), Rhynchostreon n. sp",
14139,USA,WY,Park,Cretaceous,Cody Shale,Campanian,,,"About 1 mile east of Ohio Camp [Oregon Camp?] in N1/2 25, T. 51 N., R. 101 W.","Protexanites bourgooisianus, Phlycticrioceras trinodosum",,J. R. Gill,8/3/1966,0,Elk Butte  ,,44.36904,-108.94617,,,02/18/2014,Protexanites bourgooisianus Phlycticrioceras trinodosum,
9351,USA,WY,Natrona,Cretaceous,"Cody Shale (upper), from very fine graines olive-brown ss",Campanian,,,NW1/4NW1/4NW1/4 Sec. 22 T31N R82W East side of Casper Canal. 36-CWS-74F,Oxytoma (Hypoxtoma) nebrascana (Evans and Shumard),,C.W. Spencer,1974,OER-75-13D,Clarkson Hill,,42.64656,-106.65682,,,02/18/2014,Oxytoma (Hypoxtoma) nebrascana (Evans and Shumard),
1259,USA,WY,Fremont,Cretaceous,Cody shale (upper).,Campanian,,,"NE¼ sec. 6, T. 32 N., R. 91 W",Hamites,Haresiceras,H. D. Zeller,1956,,,,42.77873,-107.7642,PP 454-I,,02/18/2014,Hamites,
13734,USA,WY,Washakie,Cretaceous,Cody Shale near base,Campanian,,,NW1/4NE1/4 Sec. 27 T47N R89W,Cremnoceramus deformis (Meek),Cremnoceramus deformis-crassus-inconstans,E. A. Merewether,7/29/1996,0,Wild Horse Hill,,44.02146,-107.51072,,,02/18/2014,,WHH-96-7
8491,USA,WY,Johnson,Cretaceous,"Cody Shale,  lower part,",Campanian,,,"NE1/4SW1/4NE1/4SW1/4 sec. 6, T. 42 N., R 81 W",Turritella sp. Baculites yokoyamai Tokunaga and shimizu,,E. A. Merewether,8/1/1972,OER-72-3D,Kaycee ,,43.63337,-106.62797,,,02/18/2014,Turritella sp. Baculites yokoyamai Tokunaga and shimizu,
4705,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 1,000 ft below top.","Santonian, Upper.  83.91 MY",,,"SW¼SW¼ sec. 6, T. 47 N, R. 99 W. Same locality as D4704","Inoceramus patootensis de Loriol, Desmoscaphites bassleri Reeside",Desmoscaphites bassleri,Gill,1964,OF-64-12D,,,44.0669,-108.7908,,,02/18/2014,"Inoceramus patootensis de Loriol, Desmoscaphites bassleri Reeside",
4248,USA,WY,Johnson,Upper Cretaceous,"Cody Shale, 1,050 feet above top of Niobrara Member",Campanian,,,"SW/4 SE1/4 sec. 23, T. 44 N., R. 82 W.  . ","Inoceramus cf. I. Balticus Boehm, Baculites aquilaensis Reeside, Scaphites hippocerpis (DeKay)",,J. R. Gill,1962,,,,43.761,-106.6669,PP 619,,02/18/2014,"Inoceramus cf. I. Balticus Boehm, Baculites aquilaensis Reeside, Scaphites hippocerpis (DeKay)",
4249,USA,WY,Johnson,Upper Cretaceous,"Cody Shale, 1,210 feet above top of Niobrara Member",Campanian,,,"SW/4 SE1/4 sec. 23, T. 44 N., R. 82 W.  . Same locality as D4248","Cymbophora sp., Baculites aquilaensis Reeside, Scaphites hippocerpis (DeKay), Haresiceras sp.",,W. A. Cobban,9/5/1963,,,,43.761,-106.6669,PP 619,,02/18/2014,"Cymbophora sp., Baculites aquilaensis Reeside, Scaphites hippocerpis (DeKay), Haresiceras sp.",
4687,USA,WY,Washakie,Cretaceous,"Cody Shale, 1,225 ft below top.",Campanian,,,"NE¼NE¼ sec. 26, T. 44 N, R. 93 W. same locality as D4686",Baculites aquilaensis Reeside,,Gill & Givens,1964,OF-64-12D,,,43.75856,-107.97957,PP 550 B,,02/18/2014,Baculites aquilaensis Reeside,
4698,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 1,270 ft below top.",Campanian,,,"SW¼NE¼SW¼ sec. 2, T. 44 N, R. 96 W.",Inoceramus quadrans Whifield,,Gill & Givens,1964,OF-64-12D,,,43.80788,-108.34841,,,02/18/2014,Inoceramus quadrans Whifield,
4699,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 1,270 ft below top.","Campanian, Lower about 81.7 MY",,,"NE¼SE¼ sec. 17, T. 44 N, R. 95 W. Roncco Mine","Inoceramus quadrans Whifield, Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (early form)",Scaphites hippocrepis,Gill,1964,OF-64-12D,,,43.78023,-108.27819,PP 550 B,,02/18/2014,"Inoceramus quadrans Whifield, Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (early form)",
4697,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 1,330 ft below top.",Campanian,,,"NE¼SE¼ sec. 17, T. 44 N, R. 95 W. Roncco Mine",Baculites haresi Reeside,,Gill & Givens,1964,OF-64-12D,,,43.78023,-108.27819,PP 550 B,,02/18/2014,Baculites haresi Reeside,
4686,USA,WY,Washakie,Cretaceous,"Cody Shale, 1,400 ft below top.",Campanian,,,"NE¼NE¼ sec. 26, T. 44 N, R. 93 W.",Baculites haresi Reeside,,Gill & Givens,1964,OF-64-12D,,,43.75856,-107.97957,PP 550 B,,02/18/2014,Baculites haresi Reeside,
4684,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 1,465 ft below top.",Campanian,,,"NE¼ sec. 25, T. 44 N, R. 93 W.","Inoceramus sp., Goniochasma sp. (wood-boring clam)",,Gill & Givens,1964,OF-64-12D,,,43.75704,-107.96192,PP 550 B,,02/18/2014,"Inoceramus sp., Goniochasma sp. (wood-boring clam)",
4685,USA,WY,Hot Springs,Upper Cretaceous,"Cody Shale, 1,465 ft below top.","Campanian, Lower about 81.7 MY",,,"Center sec. 23, T. 44 N, R. 93 W.","Syncyclonema? sp., Crenella sp., Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (early form)",,Gill & Givens,1964,OF-64-12D,,,43.7674,-107.9864,"PP 619, PP 550 B",,02/18/2014,"Syncyclonema? sp., Crenella sp., Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (early form)",
4683,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 1,525 ft below top.",Campanian,,,"NE¼NE¼ sec. 26, T. 44 N, R. 93 W.",Baculites aquilaensis Reeside,,Gill & Givens,1964,OF-64-12D,,,43.75856,-107.97957,PP 550 B,,02/18/2014,Baculites aquilaensis Reeside,
4682,USA,WY,Washakie,Upper Cretaceous,"Cody Shale, 1,560 ft below top.","Campanian, Lower about 81.7 MY",,,"SE¼NE¼SE¼ sec. 28, T. 44 N, R. 92 W.  ","Eutrephoceras alcesense Reeside, Baculites haresi Reeside, Scaphites hippocrepis (Dekay) (early form), Haresiceras montanaense (Reeside)",Scaphites hippocrepis,Gill & Givens,1964,OF-64-12D,,,43.753,-107.8987,"PP 550 B, PP 619",,02/18/2014,"Eutrephoceras alcesense Reeside, Baculites haresi Reeside, Scaphites hippocrepis (Dekay) (early form), Haresiceras montanaense (Reeside)",
4192,USA,WY,Big Horn,Cretaceous,"Cody Shale, 1,580 feet above base (10 feet above top of Niobrara Member)",Campanian,,,"N1/2 SE1/4 sec. 9, T. 54 N., R. 95 W.",Desmoscaphites? Sp,Desmoscaphites bassleri,"J. R. Gill, R. Vaughn",1962,,,,44.67067,-108.29404,,,02/18/2014,Desmoscaphites? Sp,
4193,USA,WY,Big Horn,Upper Cretaceous,"Cody Shale, 1,630 feet above base (50 feet above top of Niobrara Member)",Campanian,,,"N1/2 SE1/4 sec. 9, T. 54 N., R. 95 W. Same locality as D4192","Lucina subundata Hall & Meek, Terebrimya sp., ",,,,,,,44.6707,-108.2934,PP 619,,02/18/2014,"Lucina subundata Hall & Meek, Terebrimya sp., ",
4194,USA,WY,Big Horn,Upper Cretaceous,"Cody Shale, 1,780 feet above base (215 feet above top of Niobrara Member )","Campanian, Lower about 81.7 MY",,,"N1/2 SE1/4 sec. 9, T. 54 N., R. 95 W. Same locality as D4192","Baculites haresi Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter, Parapuzosia bradyi Miller & Youngquist",Scaphites hippocrepis,"J. R. Gill, R. Vaughn",1962,,,,44.6707,-108.2934,PP 619,,02/18/2014,"Baculites haresi Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter, Parapuzosia bradyi Miller & Youngquist",
4195,USA,WY,Big Horn,Cretaceous,"Cody Shale, 1,810 feet above base (240 feet above top of Niobrara Member )",Campanian,,,"N1/2 SE1/4 sec. 9, T. 54 N., R. 95 W. Same locality as D4192","Inoceramus sp., Baculites sp., Eutrephoceras alcesense Reeside",,J. R. Gill,1962,,,,44.67067,-108.29404,,,02/18/2014,"Inoceramus sp., Baculites sp., Eutrephoceras alcesense Reeside",
4729,USA,WY,Natrona,Cretaceous,"Cody shale, 145 ft below top .","Campanian, Middle",,,"NE¼NE¼ sec.15, T. 34 N.., R. 89 W. Same locality as D4727","Ostrea russelli Landes,  Baculites mclearni Landes",,"Gill & Givens
Gill & Cobban","Aug.1964
08/05/1964",OF-64-15D,,,42.92419,-107.48499,,,02/18/2014,"Ostrea russelli Landes,  Baculites mclearni Landes",
4702,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 145 ft below top.",Campanian,,,"NE¼ sec. 26, T. 45 N, R. 97 W. Same locality as D4703","Serpula sp., Protodonax exaquilius Vokes",,Gill & Givens,1964,OF-64-12D,,,43.84167,-108.45506,PP 550 B,,02/18/2014,"Serpula sp., Protodonax exaquilius Vokes",
5570,USA,WY,Carbon,Cretaceous,"Cody Shale, 150 ft below serrate sandstone","Campanian, Lower about 80.5 MY",,,"SW¼ sec. 17, T. 23 N., R. 86 W.","Inoceramus cf. I. proximus Tuomey, Pteria n. sp., Baculites sp. (weak flank ribs)",,J. R. Gill,9/21/1966,OF-66-3D,Rawlins NW,,41.96084,-107.13379,,,02/18/2014,"Inoceramus cf. I. proximus Tuomey, Pteria n. sp., Baculites sp. (weak flank ribs)",
4242,USA,WY,Johnson,Cretaceous,"Cody Shale, 175 feet above top of Niobrara Member",Campanian,,,"NE1/4 NE1/4 sec. 27, T. 44 N., R. 82 W.  . Same locality as D4241","Inoceramus lingua Goldfuss?, Baculites sp., Scaphites sp.",,W. A. Cobban,9/5/1963,,,,43.7566,-106.67775,,,02/18/2014,"Inoceramus lingua Goldfuss?, Baculites sp., Scaphites sp.",
4728,USA,WY,Natrona,Cretaceous,"Cody shale, 180 ft below top .","Campanian, Middle",,,"NE¼NE¼ sec.15, T. 34 N.., R. 89 W. Same locality as D4727","Ostrea russelli Landes,  Baculites mclearni Landes",,Gill & Givens,1964,OF-64-15D,,,42.92419,-107.48499,,,02/18/2014,"Ostrea russelli Landes,  Baculites mclearni Landes",
5568,USA,WY,Carbon,Cretaceous,"Cody Shale, 200 ft below serrate sandstone",Campanian,,,"SW¼ sec. 17, T. 23 N., R. 86 W.","Thyasira sp., Baculites sp.,",,Gill and Reiskind,9/21/1966,OF-66-3D,Rawlins NW,,41.96084,-107.13379,,,02/18/2014,"Thyasira sp., Baculites sp.,",
4688,USA,WY,Lewis and Clark,Cretaceous,"Cody Shale, 270 ft below top.","Campanian, Lower. about 80.9 MY",,,"NE¼ sec. 25, T. 44 N, R. 93 W.","Baculites sp., (smooth to weakly ribbed)",,Gill & Givens,1964,OF-64-12D,,Comb Rock,47.2348,-112.2498,PP 550 B,,02/18/2014,"Baculites sp., (smooth to weakly ribbed)",
4689,USA,WY,Washakie,Cretaceous,"Cody Shale, 270 ft below top.","Campanian, Lower. about 80.9 MY",,,"NE¼NW¼ sec. 22, T. 44 N, R. 92 W.  ","Baculites sp., (smooth)",,Gill & Givens,1964,OF-64-12D,,,43.7751,-107.8893,PP 550 B,,02/18/2014,"Baculites sp., (smooth)",
4706,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 300 ft below top.",Campanian,,,"NW¼ sec. 16, T. 46 N, R. 98 W.","Inoceramus sp., Baculites sp., Placenticeras sp.",,Gill & Givens,1964,OF-64-12D,,,43.95885,-108.62632,,,02/18/2014,"Inoceramus sp., Baculites sp., Placenticeras sp.",
6349,USA,WY,Carbon,Cretaceous,"Cody Shale, 420 ft above D6348 ( From thin-bedded sandstone in unit 23). section).","Campanian, Lower about 80.5 MY",,,"NW¼SW¼SE¼ sec. 19, T. 22 N., R. 88 W.",Baculites sp. (weak flank ribs),,James R. Gill,8/12/1967,OF-67-7D,Rawlins Peak ,,41.85856,-107.37865,MF-1548,,02/18/2014,Baculites sp. (weak flank ribs),
5572,USA,WY,Carbon,Cretaceous,"Cody Shale, 449 ft above serrate sandstone",Campanian,,,"SW¼ sec. 17, T. 23 N., R. 86 W.",Baculites sp.,,J. R. Gill,9/21/1966,OF-66-3D,Rawlins NW,,41.96084,-107.13379,,,02/18/2014,Baculites sp.,
4703,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 45 ft below top.",Campanian,,,"NE¼ sec. 26, T. 45 N, R. 97 W.",Ostrea albertensis Landes? (bored),,Gill & Givens,1964,OF-64-12D,,,43.84167,-108.45506,PP 550 B,,02/18/2014,Ostrea albertensis Landes? (bored),
6348,USA,WY,Carbon,Cretaceous,"Cody Shale, 450 ft above D6347 (2 ft above base of unit 17 of Point of Rocks section).",Campanian,,,"NW¼SW¼SE¼ sec. 19, T. 22 N., R. 88 W.",Baculites sp.,,James R. Gill,8/12/1967,OF-67-7D,Rawlins Peak ,,41.85856,-107.37865,,,02/18/2014,Baculites sp.,
4243,USA,WY,Johnson,Upper Cretaceous,"Cody Shale, 480 feet above top of Niobrara Member","Campanian, Lower about 81.7 MY",,GREGORYENSIS,"NW/4 NW1/4 sec. 26, T. 44 N., R. 82 W.  . ","Inoceramus patootensis de Loriol, Baculites aquilaensis Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter.",,"J. R. Gill, R. E. Eurkholder, W. A. Cobban",9/5/1963,,,,39.42165,-105.03878,PP 619,,02/18/2014,"Inoceramus patootensis de Loriol, Baculites aquilaensis Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter.",
8478,USA,WY,Natrona,Cretaceous,"Cody Shale, 50 ft below base of lithologic Niobrara,",Campanian,,,"Center of the S1/2S1/2SW1/4 sec. 10, T. 38 N., R. 85 W",Inoceramus Inconstans Woods,,E. A. Merewether,8/1/1972,OER-72-3D,Three buttles range,,43.2704,-107.03714,,,02/18/2014,Inoceramus Inconstans Woods,
4700,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 50 ft below top.",Campanian,,,"NE¼NW¼ sec. 13, T. 44 N, R. 95 W. Roncco Mine","Ostrea cf. O. russelli Landes, Ethmocardium sp.",,Gill & Givens,1964,OF-64-12D,,,43.78745,-108.20808,PP 550 B,,02/18/2014,"Ostrea cf. O. russelli Landes, Ethmocardium sp.",
9252,USA,WY,Washakie,Cretaceous ,"Cody Shale, 5-25 feet above base",Campanian,,,"Willow Creek in the NE1/4 SW1/4 sec. 24, T. 44 N., R. 88 W.","Inoceramus rotundatus Fiege, Ostrea sp, Gastropods (sent to Sohl), Baculites yokoyamai Tokunaga and Shimizu, Scaphites sp, Forresteria sp, Placenticeras sp",Cremnoceramus erectus,E.A Merewether ,7/30/1974,OER-74-19D,Big Trails   ,,43.76341,-107.36335,,,02/18/2014,"Inoceramus rotundatus Fiege, Ostrea sp, Gastropods (sent to Sohl), Baculites yokoyamai Tokunaga and Shimizu, Scaphites sp, Forresteria sp, Placenticeras sp",
5548,USA,WY,Carbon,Cretaceous,"Cody Shale, 595 ft below B sandstone","Campanian, Lower about 80.5 MY",,,"NW 1/4 sec. 23, T. 22 N., R. 86 W.",Baculites sp. (weak flank ribs),,Gill and Fleisher,8/20/1966,OF-66-3D,,,41.86726,-107.07525,PP 667,,02/18/2014,Baculites sp. (weak flank ribs),
4241,USA,WY,Johnson,Cretaceous,"Cody Shale, 65 feet above top of Niobrara Member","Campanian, Lower about 81.7 MY",,,"NE1/4 NE1/4 sec. 27, T. 44 N., R. 82 W..","Inoceramus sp., Baculites sp., Scaphites hippocrepis (DeKay), Haresiceras sp.",Scaphites hippocrepis,"J. R. Gill, R. E. Eurkholder, W. A. Cobban",9/5/1963,,,,43.7566,-106.67775,,,02/18/2014,"Inoceramus sp., Baculites sp., Scaphites hippocrepis (DeKay), Haresiceras sp.",
4244,USA,WY,Johnson,Cretaceous,"Cody Shale, 680 feet above top of Niobrara Member",Campanian,,,"NW/4 NW1/4 sec. 26, T. 44 N., R. 82 W.  . Same locality as D4243",Baculites aquilaensis Reeside,,W. A. Cobban,9/5/1963,,,,43.75654,-106.67266,,,02/18/2014,Baculites aquilaensis Reeside,
4696,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 685 ft below top.",Campanian,,,"SE¼NE¼ sec. 23, T. 44 N, R. 94 W.",Ethmocardium sp.,,Gill & Givens,1964,OF-64-12D,,,43.76956,-108.10342,,,02/18/2014,Ethmocardium sp.,
4191,USA,WY,Big Horn,Cretaceous,"Cody Shale, 750 feet above base",Campanian,,,"NW1/4 SW1/4 sec. 10, T. 54 N., R. 95 W. Same locality as D4190 ","Baculites codyensis Reeside, Scaphites sp.",,"J. R. Gill, R. Vaughn",1962,,,,44.67116,-108.2862,,,02/18/2014,"Baculites codyensis Reeside, Scaphites sp.",
4245,USA,WY,Johnson,Cretaceous,"Cody Shale, 830 feet above top of Niobrara Member",Campanian,,,"NE/4 NW1/4 sec. 26, T. 44 N., R. 82 W.  . ","Goniochasma sp., Baculites auilaensis Reeside",Haresiceras,W. A. Cobban,9/5/1963,,,,43.75652,-106.66757,,,02/18/2014,"Goniochasma sp., Baculites auilaensis Reeside",
4695,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 870 ft below top.",Campanian,,,"SE¼NE¼ sec. 25, T. 44 N, R. 93 W.",Baculites sp.,,Gill & Givens,1964,OF-64-12D,,,43.75478,-109.95926,PP 550 B,,02/18/2014,Baculites sp.,
14117,USA,WY,Hot Springs,Cretaceous,"Cody Shale, a little above the uppermost white ls concretions in Smoky Hill Member",Campanian,,,"East flank of Hamilton Dome at hill 5507 NE1/4 sec. 18, T. 44 N., R. 97 W.",Volviceramus grandis,,Cobban,2001,0,Hamilton Dome ,,43.7849,-108.53567,,,02/18/2014,Volviceramus grandis,
