Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date,EandR,Map,USGS7.5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum
7116,USA,WY,Carbon,Cretaceous,Haystack Mountains Formation. From 235 ft below base of O'Brien Springs Sandstone Mbr.,"Campanian, Lower. about 80.9 MY",,,"NE1/4 SE1/4 sec. 1, T. 23 N., R. 87 W.","Oxytoma nebrascana (Evans and Shumard), Baculites sp. (smooth)",,E. A. Merewether,8/30/1969,OF-69-13D,Rawlins NW  ,,41.98809,-107.16061,,,02/18/2014,"Oxytoma nebrascana (Evans and Shumard), Baculites sp. (smooth)",
7118,USA,WY,Carbon,Cretaceous,Haystack Mountains Formation. From about 50 ft above the Tapers Ranch Sandstone Mbr.,Campanian,,,"NE1/4 NW1/4  sec. 31, T. 23 N., R. 86 W.",Baculites sp.,,E. A. Merewether,8/31/1969,OF-69-13D,Rawlins NW  ,,41.92705,-107.15092,,,02/18/2014,Baculites sp.,
7119,USA,WY,Carbon,Cretaceous,Haystack Mountains Formation. From about 80 ft above the Tapers Ranch Sandstone Mbr.,Campanian,,,"NE1/4 NW1/4  sec. 31, T. 23 N., R. 86 W.",Baculites sp.,,E. A. Merewether,8/31/1969,OF-69-13D,Rawlins NW  ,,41.92705,-107.15092,,,02/18/2014,Baculites sp.,
6603,USA,WY,Carbon,Cretaceous,Haystack Mountains Formation?,"Campanian, Middle  80.04 MY",,,"Near center of E½ sec. 26, T. 25 N., R. 85 W",Baculites obtusus Meek (early form),,E.A. Merewether,5/21/1905,OF-68-11D,Seminoe Dam SW,,42.10844,-106.9644,,,02/18/2014,Baculites obtusus Meek (early form),
6617,USA,WY,Carbon,Cretaceous,Haystack Mountains Formation?,"Campanian, Middle  80.04 MY",,,"SE¼NW¼ sec. 26, T. 25 N., R. 85 W. ,","Inoceramus sp., Baculites obtusus Meek (early form)",,E.A. Merewether,5/21/1905,OF-68-11D,Seminoe Dam SW,,42.11026,-106.9716,,,02/18/2014,"Inoceramus sp., Baculites obtusus Meek (early form)",
6618,USA,WY,Carbon,Cretaceous,Haystack Mountains Formation?,Campanian,,,"SE¼NE¼ sec. 26, T. 25 N., R. 85 W. ,",Baculites sp.,,E.A. Merewether,5/21/1905,OF-68-11D,Seminoe Dam SW ,,42.1102,-106.96192,PP 667,,02/18/2014,Baculites sp.,
6101,USA,WY,Carbon,Cretaceous,"Haystack Moutains Formation, 100-150 ft below Serrate sandstone",Campanian,,,"NW¼NW¼ sec. 31, T. 24 N., R. 86 W.",Trachy scaphites praespiniger Cobban and Scott,,E. A. Merewether,7/1/1967,OF-67-8D,Riddle Cut ,,42.01301,-107.15545,,,02/18/2014,Trachy scaphites praespiniger Cobban and Scott,
6102,USA,WY,Carbon,Cretaceous,"Haystack Moutains Formation, 130-180 ft below Serrate sandstone","Campanian, Lower. about 80.9 MY",,,"NE¼NE¼NE¼ sec. 36, T. 24 N., R. 87 W.","Inoceramus sp., Baculites sp. (smooth)",,E. A. Merewether,7/1/1967,OF-67-8D,Riddle Cut ,,42.01402,-107.15895,,,02/18/2014,"Inoceramus sp., Baculites sp. (smooth)",
6099,USA,WY,Carbon,Cretaceous,"Haystack Moutains Formation, about 10 ft below top and about 50 ft above D6098","Campanian, Middle  80.04 MY",,,"Center of sec. 20, T. 24 N., R. 86 W.",Baculites obtusus Meek,,E. A. Merewether,6/30/1967,OF-67-8D,Riddle Cut ,,42.03682,-107.12943,,,02/18/2014,Baculites obtusus Meek,
6097,USA,WY,Carbon,Cretaceous,"Haystack Moutains Formation, at top of Serrate sandstone (20-30 ft above D6096)","Campanian, Middle  80.04 MY",,,"NW¼SW¼ sec. 31, T. 24 N., R. 86 W.",Baculites obtusus Meek,,E. A. Merewether,6/30/1967,OF-67-8D,Riddle Cut ,,42.00585,-107.1553,,,02/18/2014,Baculites obtusus Meek,
6096,USA,WY,Carbon,Cretaceous,"Haystack Moutains Formation, in upper part of Serrate sandstone","Campanian, Middle  80.04 MY",,,"NW¼SW¼ sec. 31, T. 24 N., R. 86 W.","Ostrea sp., Baculites obtusus Meek",,E. A. Merewether,6/30/1967,OF-67-8D,Riddle Cut,,42.00585,-107.1553,,,02/18/2014,"Ostrea sp., Baculites obtusus Meek",
6100,USA,WY,Carbon,Cretaceous,"Haystack Moutains Formation, O'Brian Spring Sandstone Mbr.  about 50 ft below Serrate sandstone","Campanian, Middle  80.04 MY",,,"NW¼NW¼ sec. 31, T. 24 N., R. 86 W.","Inoceramus sp., Baculites obtusus Meek",,E. A. Merewether,7/1/1967,OF-67-8D,Riddle Cut ,,42.01301,-107.15545,PP 667,,02/18/2014,"Inoceramus sp., Baculites obtusus Meek",
6109,USA,WY,Carbon,Cretaceous,"Haystack Moutains Formation, probably from upper Serrate sandstone","Campanian, Middle  80.04 MY",,,"NE¼NW¼ sec. 34, T. 25 N., R. 86 W.",Baculites obtusus Meek,,E. A. Merewether,7/11/1967,OF-67-8D,Wild Horse Mtn. ,,42.09983,-107.10763,,,02/18/2014,Baculites obtusus Meek,
6098,USA,WY,Carbon,Cretaceous,"Haystack Moutains Formation, within upper part of Serrate sandstone","Campanian, Middle  80.04 MY",,,"Center of sec. 20, T. 24 N., R. 86 W.",Baculites obtusus Meek,,E. A. Merewether,6/30/1967,OF-67-8D,Riddle Cut ,,42.03682,-107.12943,,,02/18/2014,Baculites obtusus Meek,
12933,USA,WY,Crook,Cretaceous,Higher than D12932; near top of lower gammon ironstone sequence,,,,"SE1/4NE1/4NE1/4 sec. 25, T. 56 N., R. 68 W. 44°48 ' 50 "" lat., 104°57 ' long",Ichthyosarcolites coraloidea (Hall and Meek) Glyptoxoceras novimexicanum (Reeside) Baculites sp,Scaphites warreni,Hansley and Cobban,06.27.88,SPR-88-2D-6D,Cedar Ridge  ,,44.81389,-104.95,,,02/18/2014,Ichthyosarcolites coraloidea (Hall and Meek) Glyptoxoceras novimexicanum (Reeside) Baculites sp,CR-88-11
1669,USA,CO,Jefferson,Cretaceous,Highest white ls. Ridge in Smoky Hill chalk,Campanian,,,"North of Dear Creek road SW¼SE¼NW¼  sec. 4, T. 6 S., R. 69 W.",Clioscaphites,,W. A. Cobban,1955,,Littleton,,39.55903,-105.12431,,,02/18/2014,Clioscaphites,
3114,USA,WY,,Cretaceous,Hilliard Shale,"Campanian, Lower about 83.8 MY",,,"NE1/4 Sec. 29 T17N R117W From a light-gray to brown lignitic sandstone bed in Hilliad Shale approx 1,103' below base of Lazeart sandstone. Lot 5","Inoceramus patootensis de Loriol, Baculites thomi Reeside, Scaphites leei Reeside, Clioscaphites novimexicanus (Reeside), Placenticeras sp.",Baculites thomi,J.H. Smith,1961,0,,,41.4451,-110.6402,,,02/18/2014,"Inoceramus patootensis de Loriol, Baculites thomi Reeside, Scaphites leei Reeside, Clioscaphites novimexicanus (Reeside), Placenticeras sp.",
7592,USA,UT,Daggett,Cretaceous,"Hilliard Shale, about 1,250 ft below top","Campanian, Lower about 81.7 MY",,,"Sec. 21, T. 3 N., R. 21 E.",Scaphites hippocrepis (DeKay) I,Scaphites hippocrepis,J. R. Gill ,7/15/1970,OF-70-9D,Flaming Gorge,,40.98632,-109.55462,,,02/18/2014,Scaphites hippocrepis (DeKay) I,
7591,USA,UT,Daggett,Cretaceous,"Hilliard Shale, about 2,700 ft below top",,,,"Sec. 21, T. 3 N., R. 21 E.",Baculites aquilaensis Reeside ,,J. R. Gill ,7/15/1970,OF-70-9D,Flaming Gorge,,40.98632,-109.55462,,,02/18/2014,Baculites aquilaensis Reeside ,
7594,USA,UT ,Daggett,Cretaceous,"Hilliard Shale, about 340 ft below top",,,,"Sec. 21, T. 3 N., R. 21 E.",Baculites sp.,,J. R. Gill ,7/15/1970,OF-70-9D,Flaming Gorge,,40.98632,-109.55462,,,02/18/2014,Baculites sp.,
7593,USA,UT,Daggett,Cretaceous,"Hilliard Shale, about 940 ft below top",,,,"Sec. 21, T. 3 N., R. 21 E.",Baculites aquilaensis Reeside ,,J. R. Gill ,7/15/1970,OF-70-9D,Flaming Gorge ,,40.98632,-109.55462,,,02/18/2014,Baculites aquilaensis Reeside ,
7586,USA,UT,Daggett,Cretaceous,"Hilliard Shale, from 16 - ft sandstone unit","Campanian, Lower about 81.7 MY",,,"Center sec. 17, T. 3 N., R. 22 E.",Scaphites hippocrepis (DeKay) I,Scaphites hippocrepis,Gill and Eiriksson,7/11/1970,OF-70-9D,Dutch John,,40.99528,-109.46247,,,02/18/2014,Scaphites hippocrepis (DeKay) I,
7581,USA,UT,Daggett,Cretaceous,"Hilliard Shale, from 20 - ft - thin - bedded ridge - forming sandstone unit (same levelas D7579).",,,,"SW1/4 SW1/4 SW1/4 sec. 15, T. 3 N., R. 22 E.",Inoceramus balticus Boehm ,,Gill and Eiriksson,7/3/1970,OF-70-9D,Dutch John ,,40.9912,-109.43275,,,02/18/2014,Inoceramus balticus Boehm ,
7589,USA,UT,Daggett,Cretaceous,"Hilliard Shale, from lowest ridge - forming sandstone ",,,,"NE1/4 sec. 23, T. 3 N., R. 21 E.",Inoceramus balticus Boehm ,,J. R. Gill ,7/8/1970,OF-70-9D,Flaming Gorge,,40.98568,-109.51505,,,02/18/2014,Inoceramus balticus Boehm ,
7590,USA,UT,Daggett,Cretaceous,"Hilliard Shale, from lowest sandstone in Lucerne section",,,,"NW1/4 SW1/4 sec. 21, T. 3 N., R. 21 E.",Scaphites sp.,,J. R. Gill ,7/9/1970,OF-70-9D,Flaming Gorge,,40.98398,-109.55181,,,02/18/2014,Scaphites sp.,
7580,USA,UT,Daggett,Cretaceous,"Hilliard Shale, from zone of orange - weathering silty concretions in orange - weathering shale",,,,"NW1/4 SE1/4 NE1/4 sec. 21, T. 3 N., R. 22 E.",Inoceramus cf. I. cycloides Wegner,,J. R. Gill ,7/1/1970,OF-70-9D,Dutch John ,,40.98618,-109.43762,,,02/18/2014,Inoceramus cf. I. cycloides Wegner,
7585,USA,UT,Daggett,Cretaceous,"Hilliard Shale, same level as USGS Mesozoic loc. 24001",,,,"NW1/4 NW1/4 sec. 22, T. 3 N., R. 21 E.",Baculites aquilaensis Reeside (late form),,Gill and Eiriksson,7/11/1970,OF-70-9D,Flaming Gorge ,,40.98714,-109.5483,,,02/18/2014,Baculites aquilaensis Reeside (late form),
7587,USA,UT,Daggett,Cretaceous,"Hilliard Shale, unit 7",,,,"NE1/4 sec. 23, T. 3 N., R. 21 E.",Baculites sp,,J. R. Gill ,7/8/1970,OF-70-9D,Flaming Gorge ,,40.98568,-109.51505,,,02/18/2014,Baculites sp,
1523,USA,WY,Natrona,Cretaceous,In fine-grained sandstone 350 feet above top of basal Mesaverde equivalent.,Campanian,,,"Section No. 29, locality C, Approximately in the SE¼ sec. 3, T. 32 N., R., 86 W.","Pteria nebrascana, Cymella montanensis, Ethmocardium whitei, Tellina equilateralis, Placenticeras sp.",,John R. Barwin,10/21/1957,,,,42.77021,-107.11847,,,02/18/2014,"Pteria nebrascana, Cymella montanensis, Ethmocardium whitei, Tellina equilateralis, Placenticeras sp.",
21,USA,CO,Jefferson,Cretaceous,In lower third of Pierre shale but higher than D20.,Campanian (lower),,,"75 feet west of station 3, on northwest shore of Ralston Res. NE1/4 NW1/4 NE1/4 SE1/4 sec.32, T.2S., R.70W.","Inoceramus sp., Pteria liguaeformis (Evans and Shumard)",,"Rich Van Horn, Scott, Cobban",7/8/1954,"EG-54-3D, 4D",Golden ,,39.83375,-105.24449,PP 421-B,,02/18/2014,"Inoceramus sp., Pteria liguaeformis (Evans and Shumard)",
3678,USA,NM,Rio Arriba,Upper Cretaceous,Iron-stained limestone concretions in Mancos Shale about175' below base of Point Lookout sandstone.,"Campanian, Lower about 81.7 MY",,REESIDEI,Just east of U. S. Highway 84 about 2 miles south of junction with Alternaten 84 (Tierra Amarilla road) or 3.4 miles south of bridge near Nutritas Creek,Scaphites hippocrepis,Scaphites hippocrepis,"C. H. Dane, R. E. Burkholder, W. A. Cobban.",9/19/1961,,,Tierra Amarilla,36.651,-106.5578,PP 619,,02/18/2014,Scaphites hippocrepis,
3239,USA,WY,Natrona,Cretaceous,Limestone concretions 2 feet above Ardmore Bentonite Bed of Steele Shale.,"Campanian, Middle  80.04 MY",,,"NW1/4NW1/4 sec. 3, T. 39 N., R. 79 W.",Baculites obtusus Meek.,,J. G. Gill,8/10/61; 1960,0,Midwest,,43.38256,-106.32832,,,02/18/2014,Baculites obtusus Meek.,
3258,USA,WY,Natrona,Cretaceous,Limestone concretions in Steele Shale 109 feet above Ardmore Bentonite Bed (unit 20 of Gill's section).,"Campanian, Middle  80.04 MY",,,"E1/2 sec. 17, T. 40 N., R. 79 W.","Inoceramus sp., Pteria sp., Anisomyon sp., Baculites obtusus Meek.",Baculites obtusus,W. A. Cobban,9/17/1960,0,Midwest,,43.43484,-106.35592,,,02/18/2014,"Inoceramus sp., Pteria sp., Anisomyon sp., Baculites obtusus Meek.",
3255,USA,WY,Natrona,Cretaceous,Limestone concretions in Steele Shale 67 feet above Ardmore Bentonite Bed (5 feet above base of unit 14 of Gill's section).,"Campanian, Middle  80.04 MY",,,"E1/2 sec. 17, T. 40 N., R. 79 W.",Baculites obtusus Meek.,,J. G. Gill,9/17/1960,0,Midwest,,43.43484,-106.35592,,,02/18/2014,Baculites obtusus Meek.,
3257,USA,WY,Natrona,Cretaceous,Limestone concretions in Steele Shale 93 feet above Ardmore Bentonite Bed (unit 16 of Gill's section).,"Campanian, Middle  80.04 MY",,,"E1/2 sec. 17, T. 40 N., R. 79 W.",Baculites obtusus Meek.,,J. G. Gill,9/17/1960,0,Midwest,,43.43484,-106.35592,,,02/18/2014,Baculites obtusus Meek.,
3254,USA,WY,Natrona,Cretaceous,Limestone concretions in Steele Shale about 11.5 feet above Ardmore Bentonite Bed (10 feet above base of unit 9 of Gill's section).,"Campanian, Middle  80.04 MY",,,"E1/2 sec. 17, T. 40 N., R. 79 W.",Baculites obtusus Meek.,,W. A. Cobban,9/17/1960,0,Midwest,,43.43484,-106.35592,,,02/18/2014,Baculites obtusus Meek.,
3256,USA,WY,Natrona,Cretaceous,Limestone concretions in Steele Shale about 80 feet above Ardmore Bentonite Bed.,"Campanian, Middle  80.04 MY",,,"Highway cut in E1/2 sec. 17, T. 40., R. 79 w.","Inoceramus sp., Lucina sp., Miltha? Sp., Baculites obtusus Meek.",,W. A. Cobban,9/17/1960,0,Midwest,,43.43664,-106.35248,,,02/18/2014,"Inoceramus sp., Lucina sp., Miltha? Sp., Baculites obtusus Meek.",
660,USA,MT,Pondera,Cretaceous,Limy sandstone bed 24 feet below top of Virgelle sandstone,Campanian,,,"At P. T. Sta .53, in theNW1/4NW1/4SW1/4 sec.23,T.28 N.,R.5 W. This is a brackish-water fauna. Considerable wave action is shown by battered condition of many of the shells.","Ostrea coalvillensis Meek, Anomia aff.A.propatorris White, Brachidontes of .B.regularis (White), Corbula subtrigonalis Meek and Hayden var. perundata Meek and Hayden",,"C.E. Erdman, B.R. Alto",6/22/1955,CD-54-3D,,Lone Man Coulee East,48.167,-112.221,,,02/18/2014,Ostrea coalvillensis Anomia aff.A.propatorrisBrachidontes of .B.regularis Corbula subtrigonalis var. perundata.,4a
661,USA,MT,Pondera,Cretaceous,Limy sandstone bed 24 feet below top of Virgelle sandstone,Campanian,,,"At P. T. Sta .53, in the NW1/4NW1/4SW1/4 sec.23,T.28 N.,R.5 W. From upper part of the limy sandstone bed. Same locality as D660.",Ostrea coalvillensis Anomia aff.A.propatorrisBrachidontes of .B.regularis Corbula subtrigonalis var. perundata.,,C.E.Erdman B.R.Alto,6/22/1955,CD-54-3D,,Lone Man Coulee East,48.167,-112.221,,,02/18/2014,Ostrea coalvillensis Anomia aff.A.propatorrisBrachidontes of .B.regularis Corbula subtrigonalis var. perundata.,4b
6067,USA,CO,Pueblo,Upper Cretaceous,"Lower limestone unit, Smoky Hill shale member of Niobrara Fm.",Campanian,,,"Sewer trench in NW¼NW¼ sec. 10, T. 21 S., R. 65 W.",Inoceramus,,Ray Foster,1963,,Southwest Pueblo,,38.24156,-104.65984,,,02/18/2014,Inoceramus,
9255,USA,WY,Park,Cretaceous ,Lower part of Cody Shale,Campanian,,,"Rock Creek in the N1/2 SE1/4 NE1/4 sec. 8, T. 50 N., R. 104 W.",Baculites codyensis Reeside,,E.A Merewether ,8/874,OER-74-19D,Wapiti   ,,44.32348,-109.38077,,,02/18/2014,Baculites codyensis Reeside,
9256,USA,WY,Park,Cretaceous ,Lower part of Cody Shale,Campanian,,,"Rock Creek in the NW1/4 NE1/4 SE1/4 sec. 8, T. 50 N., R. 104 W.","Phelopteria sp, Inoceramus sp, Anomia subquadrata Stanton, Crassatella sp, Pholadomya papyracea Meek and Hayden, Baculites codyensis Reeside, Scaphites sp, Crab",,E.A Merewether ,8/874,OER-74-19D,Wapiti   ,,44.3198,-109.38182,,,02/18/2014,"Phelopteria sp, Inoceramus sp, Anomia subquadrata Stanton, Crassatella sp, Pholadomya papyracea Meek and Hayden, Baculites codyensis Reeside, Scaphites sp, Crab",
2575,USA,WY,,Cretaceous,Lower part of Hilliard shale.,,,,"SW1/4NE1/4 sec. 6, T. 25 N., R. 115 W.","Ostrea sp., Cardium n. sp., Tellina sp., Cymbophora sp., Corbula sp., Volutomorpha? sp.",,W. W. Rubey,8/16/1955,0,,,42.18295,-110.55053,,,02/18/2014,"Ostrea sp., Cardium n. sp., Tellina sp., Cymbophora sp., Corbula sp., Volutomorpha? sp.",
1461,USA,NM,Rio Arriba,Cretaceous,Lower part of Lewis shale,Campanian,,,"North side of road ½ mile west of Lumberton in NW ¼ sec. 4, T. 31 N., R. 1 W.,",Baculites,,W. A. Cobban,9/21/1957,,Lumberton,Dulce,36.9313,-106.941,,,02/18/2014,Baculites,
4534,USA,NM,Rio Arriba,Cretaceous,Lower part of Lewis Shales from a thin brown sandstone About 200' above base.,"Campanian, Middle  80.04 MY",,,"Just north of State Route 96, in SW¼, NE¼, sec. 11, T. 23 N., R. 1 W.","Baculites cf. B. obtusus Meek, Cymella sp., Ostrea russelli Landes",Baculites obtusus,"Cobban, Landis, Dane,",8/27/1964,OF-64-6D,Cuba ,1943,36.2421,-106.9098,,"Probably zone of Baculites obtusus (Cobban, W. A., 2/11/1974).",02/18/2014,Baculites obtusus,L258
1126,USA,MT,Lewis and Clark,Cretaceous,Lower part of limestone unit no .20.,,,,"South side of irrigation ditch south of Sun River,in the NW1/4SE1/4 sec.32,T.22 N.,R.8 W",Neritina  sp.,,"M.R.Mudge , J.J.Halbert",6/29/1956,EG-56-16D,"Saypo3 and4  ,MT",,47.61483,-112.65817,,,02/18/2014,Neritina  sp.,F-18
3341,USA,WY,Carbon,Cretaceous,Lower part of Mesaverde Formation,Campanian,,,"SE1/4 SW1/4 SW1/4 sec. 19, T. 22 N., R. 88 W.","Ostrea sp., large gastropod undet",,A. D. Zapp,9/18/1961,"OF-61-3D, 5D",,,41.85698,-107.3851,,,02/18/2014,"Ostrea sp., large gastropod undet",
967,USA,MT,Summit,Cretaceous,Lower part of Mitten black shale member of Pierre shale ,"Campanian, Middle  80.04 MY",,,"NE1/4NW1/4NW1/4 sec.29, T.5 S., R.59 E.",Baculites  obtusus ,Baculites obtusus,"G.R.Scott, G.D.Robinson, W.J.Mapel , W.A. Cobban",4/25/1956,MD-56-13D,,,45.37582,-104.47335,,,02/18/2014,Baculites  obtusus ,Photo DHC-5B-54
19,USA,CO,Jefferson,Cretaceous,Lower part of Pierre shale,Campanian (lower),,,"Station 6. Northwest shore of Ralston Res., SE1/4 NW1/4 SE1/4 sec.32, T.2S., R.70W. ",Pteria liguaeformis (Evans and Shumard),,"Rich Van Horn, Scott, Cobban",7/8/1954,"EG-54-3D, 4D",Golden ,,39.83158,-105.24671,PP 421-B,,02/18/2014,Pteria liguaeformis (Evans and Shumard),
2136,USA,WY,,Cretaceous,"Lower part of Pierre shale, in soft black shale overlying Sharon Springs member",Campanian,,,"NE1/4  NE1/4 sec. 22, T. 44 N., R. 61 W","Inoceramus sp., Lucina sp., Baculites n.sp",,W. J Mapel,1959,,,,43.78457,-104.162,,,02/18/2014,"Inoceramus sp., Lucina sp., Baculites n.sp",
2663,USA,KS,Logan,Upper Cretaceous,Lower part of Sharon Springs member of Pierre shale,"Campanian, Middle  80.04 MY",,,"Old road cut south of old town of Smoky River NE1/4 sec. 18, T. 12 S., R. 36 W.",Baculites obtusus Meek,Baculites obtusus,"J. R. Gill, W. A. Cobban",11/15/1960,0,,,39.0171,-101.3548,PP 728,,02/18/2014,Baculites obtusus,
6297,USA,WY,Carbon,Cretaceous,Lower part of Steele Shale.,Campanian,,,"NE¼NE¼ sec. 33, T.21 N., R. 85 W","Inoceramus sp., Hoploscaphites sp.",,Gill & Bergman,8/2/1967,OF-67-7D,Walcott,,41.75276,-106.98632,,,02/18/2014,"Inoceramus sp., Hoploscaphites sp.",
2286,USA,MT,Blaine,Cretaceous,Lower part of Telegraph Creek formation,Campanian,,,"1.1 miles southeast of Pasma-Cole Ranch, 0.2 mile north of southwest E24in NW1/4 NW1/4 SE1/4 sec. 7, T. 26 N., R. 21 E","Cardium n.sp., Pterocerella sp., baculites codyensis Reeside",,"B. Carter Hearn, Jr.",1959,,Rattlesnake ,,48.02179,-109.06996,,,02/18/2014,"Cardium n.sp., Pterocerella sp., baculites codyensis Reeside",
3803,USA,MT,Teton,Cretaceous,Lower part of Telegraph Creek Formation,Campanian,,,"Station 211 on east bank of North Fork of Sun River half a mile north of mouth of Circle Creek, ","Inoceramus cf. I. Lesginensis Dobrov & Pavlova, Baculites thomi Reeside, Clioscaphites montanense Cobban?, Desmoscaphites? sp",Desmoscaphites bassleri,"D. L. Snow, M. R. Mudge & family",8/17/1962,NR-62-10D,Glenn Creek,,47.6897,-112.9059,,,02/18/2014,"Inoceramus cf. I. Lesginensis Dobrov & Pavlova, Baculites thomi Reeside, Clioscaphites montanense Cobban?, Desmoscaphites? sp",
578,USA,MT,Lewis and Clark,Cretaceous,Lower part of Two Medicine formation ( about 40' above base ).,Campanian,,,"South side of  State Highway 20, 0.3 miles west of Bowman's Corners, NW1/4 sec. 30, T. 18 N., R. 4 W.",Corbula,,W.A. Cobban,9/6/1955,0,,,47.29306,-112.16532,,,02/18/2014,Corbula,
575,USA,MT,Lewis and Clark,Cretaceous,"Lower part of Two Medicine formation, 12' below coal bed.",Campanian,,,"East side of  State Highway 33, 2.4 miles northwest of bridge over Dearborn River, SE1/4 sec. 16, T. 17 N., R. 4 W.",Ostrea ,,W.A. Cobban,9/6/1955,0,,,47.22442,-112.10959,,,02/18/2014,Ostrea ,
577,USA,MT,Lewis and Clark,Cretaceous,"Lower part of Two Medicine formation, 3' above coal bed.",Campanian,,,"Same loc. as D575. East side of  State Highway 33, 2.4 miles northwest of bridge over Dearborn River, SE1/4 sec. 16, T. 17 N., R. 4 W",Leaves,,W.A. Cobban,9/6/1955,0,,,47.22442,-112.10959,,,02/18/2014,Leaves,
576,USA,MT,Lewis and Clark,Cretaceous,"Lower part of Two Medicine formation, 8' below coal bed.",Campanian,,,"Same loc. as D575. East side of  State Highway 33, 2.4 miles northwest of bridge over Dearborn River, SE1/4 sec. 16, T. 17 N., R. 4 W",Corbula,,W.A. Cobban,9/6/1955,0,,,47.22442,-112.10959,,,02/18/2014,Corbula,
525,USA,MT,Glacier,Cretaceous,"Lower part of Two Medicine formation, about 35' above D524",Campanian,,,"West side of road about 2.5 miles south - southwest of Cut Bank, SW1/4 sec. 23, T. 33 N., R. 6 W. [Sec 22?]",fresh - water fossils,,W.A. Cobban,8/5/1955,0,Cut Bank ,,48.59902,-112.36557,,,02/18/2014,Brackish - water fossils,
523,USA,MT,Glacier,Cretaceous,"Lower part of Two Medicine formation, from cross- bedded brown - weathering concretionary sandstone",Campanian,,,"Near top of hill 0.5 mile southwest of Cut Bank, NW1/4 SE1/4 sec. 11, T. 33 N., R. 6 W.",Brackish - water fossils,,W.A. Cobban,8/5/1955,0,Cut Bank ,,48.62974,-112.35059,,,02/18/2014,Brackish - water fossils,
524,USA,MT,Glacier,Cretaceous,"Lower part of Two Medicine formation, in sandstone eqivalent to part of Claggett shale",Campanian,,,"About 2 miles south - southwest of Cut Bank, in gully near center of the S1/2 sec. 23, T. 33 N., R. 6 W.",Brackish - water fossils,,W.A. Cobban,8/5/1955,0,Cut Bank,,48.59976,-112.3521,,,02/18/2014,Brackish - water fossils,
574,USA,MT,Lewis and Clark,Cretaceous,Lower part of Two Medicine formation.,Campanian,,,Opposite Oasis Café in Wolf Creek,Corbula,,W.A. Cobban,9/6/1955,0,,,47.00725,-112.07256,,,02/18/2014,Corbula,
763,USA,MT,Lewis and Clark,Cretaceous,Lower part of Two Medicine formation.,Campanian,,,"North side of State Highway 20, 0.3 mile northeast of bridge over Dearborn River, approximately in the SE1/4 sec.16,T.17 N.,R.5W.",Corbula.,,E.B. Ekren  F.N. Houser,              9/7/55,,,,47.22345,-112.23908,,,02/18/2014,Corbula.,
11306,USA,NM,Colfax,Cretaceous,Lower sandstone unit in Smoky Hill Shale ,Campanian,,,"Ditch on south side of road in NW cor NE1/4 sec. 31, T. 25 N., R. 23 E.",Voliceramus ,,G.R. Scott ,8/23/1980,0,Spinger  ,Springer,36.3618,-104.5331,,,02/18/2014,Voliceramus ,
1585,USA,WY,.Johnson,Cretaceous,Lower Shannon sandstone,Campanian,,,"Sec. 13, T. 49 N., R. 83 W. ",Baculites haresi,,H. A. Tourtelot,1956,,,,44.21637,-106.79094,,,02/18/2014,Baculites haresi,
4909,USA,KS,Wallace,Cretaceous,Lowest ls. Concr. In Sharon Springs member of Pierre shale,Campanian,,,"NE¼ sec. 6, T. 14 S., R. 38W.","Baculites, Pteria",,W.A. Cobban & G.R. Gill,11/14/1960,,,Harrison Flats,38.87076,-101.58295,,,02/18/2014,"baculites, Pteria",
4074,USA,NM,Rio Arriba,Cretaceous,Mancos Shale,"Campanian, Lower about 81.7 MY",,,"Roadcut in NE1/4 SW1/4 NW1/4 sec. 12, T. 23 N., R. 1 W.",Scaphites hippocrepis,,G.R. Scott,4/12/1963,,Cuba,Regina,36.24163,-106.8999,,,02/18/2014,Scaphites hippocrepis,
4075,USA,NM,Rio Arriba,Upper Cretaceous,Mancos Shale,"Campanian, Lower",,JENSENI,"On top of low ridge in SE1/4 SE1/4 NE1/4 sec. 11, T. 23 N., R. 1 W.",S. hippocrepis,Ostrea beloiti,G.R. Scott & family,4/10/1963,,Cuba,1943,36.2399,-106.904,PP 619,,02/18/2014,S. hippocrepis,
4076,USA,WY,Buffalo,Upper Cretaceous,Mancos Shale,"Campanian, Lower",,,"On low ridge south of Hwy. 96 in SE1/4 NE1/4 sec. 11, T. 23 N., R. 1 W.",S. hippocrepis,,G.R. Scott & family,4/10/1963,,Cuba,Big Bend Dam,44.09197,-99.43885,PP 619,,02/18/2014,S. hippocrepis,
8285,USA,NM ,Sandoval,Cretaceous,Mancos Shale,,,,"NW1/4 NW1/4 sec. 5, T. 13 N., R. 6 E., 190 ft below top of Point Lookout Sandstone ",Placenticeras (Stantonoceras) quadalupae (Roemer) ,,C. M. Molenaar ,1971,O-71-23D,,San Felipe Pueblo NE,35.3905,-106.3353,OC-143,,02/18/2014,Placenticeras (Stantonoceras) quadalupae (Roemer) ,
13529,USA,UT,Grand,Cretaceous,Mancos Shale,"Campanian, Lower about 81.7 MY",,,"SW1/4NW1/4 sec. 3, T. 22 S., R. 18 E., from a ~ 3' coarse channel ss 10' above the oolitic ss bed",Scaphites hippocrepis I,,Cobban,4/20/1994,0,Hatch Mesa  ,,38.92775,-109.92474,,,02/18/2014,Scaphites hippocrepis I,
