Column1,Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date,EandR,Map,USGS7.5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum,FormationNew
235,4185,USA,WY,Big Horn,Upper Cretaceous,"Cody Shale, from ridge - forming sandstone, 665 feet above top of Niobrara Member ","Campanian, Lower about 81.7 MY",NA,,"Center of north line of the NW1/4 NE1/4 NE1/4 sec. 19, T. 49 N., R. 91 W.","Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Scaphites aquisgranensis Schluter, Placenticeras planum Hyatt",,"J. R. Gill, R. Vaughn, Burkholder, Cobban","5/9/63, 7/28/62",,,,44.2105,-107.8262,PP 619,,02/18/2014,"Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay), Scaphites aquisgranensis Schluter, Placenticeras planum Hyatt",,Cody
236,4658,USA,WY,Natrona,Cretaceous,"Cody Shale, from sandstone 1,340 ft below top.",Campanian,NA,,"SE¼SW¼ sec. 29, T. 36 N, R. 85 W.",Baculites sp.,,Gill & Givens,1964,OF-64-13D,,,43.05673,-107.05834,,,02/18/2014,Baculites sp.,,Cody
237,4693,USA,WY,Hot Springs,Cretaceous,"Cody Shale, from sandstone 125 ft below top.",Campanian,NA,,"NE¼ sec. 25, T. 44 N, R. 93 W.",Ostrea sp. (bored),,Gill & Givens,1964,OF-64-12D,,,43.75674,-107.96191,PP 550 B,,02/18/2014,Ostrea sp. (bored),,Cody
238,4643,USA,WY,Natrona,Cretaceous,"Cody Shale, from sandstone about 150 ft below top.",Campanian,NA,,"NE¼NW¼ sec. 23, T. 31 N, R. 82 W.",Inoceramus subcompressus Meek & Hayden,,R. C. Givens,7/18/1964,OF-64-13D,,,42.64565,-106.63126,,,02/18/2014,Inoceramus subcompressus Meek & Hayden,,Cody
239,4178,USA,WY,Washakie,Cretaceous,"Cody Shale, from sandstone about 300 - 400 feet below a thick bentonite and bentonitic shale unit and possibly about 1,000 feet above top of Niobrara Member",Campanian,NA,,"NW1/4 sec. 31, T. 47 N., R. 89 W.","Ethmocardium whitei Dall, Tellina equilater -alis Meek & Hayden, Cymbophora alta Meek & Hayden, Baculites sp., Placenticeras planum Hyatt",,J. R. Gill,1963,,,,44.0056,-107.58108,,,02/18/2014,"Ethmocardium whitei Dall, Tellina equilater -alis Meek & Hayden, Cymbophora alta Meek & Hayden, Baculites sp., Placenticeras planum Hyatt",,Cody
240,5577,USA,WY,Carbon,Cretaceous,"Cody Shale, from sandstone and shale unit higher than D5576",Campanian,NA,,"NW¼NW¼SW¼ sec. 20, T. 23 N., R. 79 W.",Baculites sp. (phosphatized),,J. R. Gill,09/06/1966,OF-66-8D,,,41.9496,-106.32527,PP 667,,02/18/2014,Baculites sp. (phosphatized),,Cody
241,6347,USA,WY,Carbon,Cretaceous,"Cody shale, from sandstone concretions  175 ft above D6346.",Campanian,NA,,"Center of SW¼SE¼ sec. 19, T. 22 N., R. 88 W",Inoceramus cf. I. Vancouverensis Shumard,,James R. Gill,08/12/1967,OF-67-7D,Rawlins Peak ,,41.85786,-107.37748,,,02/18/2014,Inoceramus cf. I. Vancouverensis Shumard,,Cody
242,9771,USA,WY,Hot Springs,Cretaceous ,"Cody Shale, from sandy beds 10-15 ft above base.",Campanian,NA,,"NE-1/4 NW-1/4 sec. 20, T. 44 N., R. 97 W.",Inoceramus inconstans Woods,Ostrea beloiti,E. A. Merewether. ,08/02/1975,OER-75-36D,Grass Creek Basin ,,43.7728,-108.52586,,,02/18/2014,Inoceramus inconstans Woods,,Cody
243,5843,USA,WY,Natrona,Cretaceous,"Cody Shale, from sandy beds but higher than D5842","Campanian, Middle",NA,,"SE¼ sec. 32, T.39 N., R.78 W.","Nuculana sp., Inoceramus sp., Cymbophora sp., Baculites mclearni Landes",,Burkholder,06/04/1967,OF-67-3D,Edgerton,,43.30261,-106.23659,,,02/18/2014,"Nuculana sp., Inoceramus sp., Cymbophora sp., Baculites mclearni Landes",,Cody
244,4664,USA,WY,Natrona,Cretaceous,"Cody Shale, from sandy concretions 20 ft below top.",Campanian,NA,,"SE¼SW¼ sec. 30, T. 36 N, R. 85 W.","Ethmocardium whitei Dall, Baculites cf. B. gilberti Cobban",,Gill & Givens,1964,OF-64-13D,,,43.05692,-107.07775,,,02/18/2014,"Ethmocardium whitei Dall, Baculites cf. B. gilberti Cobban",,Cody
245,4659,USA,WY,Natrona,Cretaceous,"Cody Shale, from sandy limestone concretions 1,310 ft below top.",Campanian,NA,,"SE¼SW¼ sec. 29, T. 36 N, R. 85 W. Same locality as D4658","Cymbophora sp., Baculites sp.",,Gill & Givens,1964,OF-64-13D,,,43.05673,-107.05834,,,02/18/2014,"Cymbophora sp., Baculites sp.",,Cody
246,4673,USA,WY,Washakie,Cretaceous,"Cody Shale, from sandy limestone concretions 755 ft below top.","Campanian, Lower about 80.5 MY",NA,,"NW¼ sec. 35, T. 44 N, R. 90 W.  ","Baculites sp., (Weak flank ribs) Placenticeras syrtale (Morton)",,J. R. Gill,8/22/1964,OF-64-12D,,,43.74416,-107.63001,,,02/18/2014,"Baculites sp., (Weak flank ribs) Placenticeras syrtale (Morton)",,Cody
247,4183,USA,WY,Big Horn,Cretaceous,"Cody Shale, from sandy limestone concretions in bentonitic shale 460 feet above top of Niobrara Member",Campanian,NA,,"SW1/4 NW1/4 NW1/4 NW1/4 sec. 20, T. 49 N., R. 91 W.","Baculites aquilaensis Reeside, Haresiceras placentiforme Reeside",,"J. R. Gill, R. Vaughn",7/28/1962,,,,44.20994,-107.82204,,,02/18/2014,"Baculites aquilaensis Reeside, Haresiceras placentiforme Reeside",,Cody
248,9322,USA,WY,Natrona,Cretaceous ,"Cody Shale, from sandy, in part glauconitic, shale","Campanian, Lower. about 80.9 MY",NA,,"At dry hole NE1/4 SW1/4 sec. 23, T. 33 N., R. 87 W.","Inoceramus subcompresssus Meek and Hayden, baculites sp. (smooth)",,Merewether and Cobban ,9/26/1974,OER-74-36D,Stinking Water Creek   ,,42.81507,-107.23305,,,02/18/2014,"Inoceramus subcompresssus Meek and Hayden, baculites sp. (smooth)",,Cody
249,4255,USA,WY,Johnson,Cretaceous,"Cody Shale, from silty shale unit containing gray and orange limestone concretions; 1,980 feet above top of Niobrara Member",Campanian,NA,,"SW/4 SW1/4 sec. 24, T. 44 N., R. 82 W.  . Same locality as D4253","Nuculana sp., Ostrea sp., Lucina subundata Hall & Meek, Baculites sp., Placenticeras aff. P. syrtale (Morton)",,"J. R. Gill, W. A. Cobban",09/06/1963,,,,43.76052,-106.6525,,,02/18/2014,"Nuculana sp., Ostrea sp., Lucina subundata Hall & Meek, Baculites sp., Placenticeras aff. P. syrtale (Morton)",,Cody
255,4724,USA,WY,Natrona,Cretaceous,"Cody shale, from small gray septarian limestone concretions 2,260 ft below top and below a prominet ridge of glauconitic sandstone.",Campanian,NA,,"SE¼NE¼NE¼ sec.23, T. 34 S.., R. 89 W.","Inoceramus cf.I. Balticus Boem, Balticus aquilaensis Reeside, Glyptoxoceras sp.",,Gill & Cobban,9/16/1964,OF-64-15D,,,42.90894,-107.46355,,,02/18/2014,"Inoceramus cf.I. Balticus Boem, Balticus aquilaensis Reeside, Glyptoxoceras sp.",,Cody
256,14116,USA,WY,Hot Springs,Cretaceous,"Cody Shale, from Smoky Hill Member above the MacGowan Bed",Campanian,NA,,"East flank of Hamilton Dome at hill 5507 NE1/4 sec. 18, T. 44 N., R. 97 W.",Volviceramus grandis,,Cobban,2001,0,Hamilton Dome  ,,43.7849,-108.53567,,,02/18/2014,Volviceramus grandis,,Cody
257,4677,USA,WY,Washakie,Cretaceous,"Cody Shale, from soft sandstone 415 ft below top.","Campanian, Middle  80.04 MY",NA,,"NW¼ sec. 35, T. 44 N, R. 90 W.  ","Ostrea sp., Ethmocardium sp., Baculites cf. B. obtusus Meek",,J. R. Gill,8/22/1964,OF-64-12D,,,43.74416,-107.63001,,,02/18/2014,"Ostrea sp., Ethmocardium sp., Baculites cf. B. obtusus Meek",,Cody
258,4663,USA,WY,Natrona,Cretaceous,"Cody Shale, from tan concretions 210 ft below top.",Campanian,NA,,"SW¼SE¼ sec. 30, T. 36 N, R. 85 W.","Inoceramus sp., Baculites sp.",,Gill & Givens,1964,OF-64-13D,,,43.05692,-107.07314,,,02/18/2014,"Inoceramus sp., Baculites sp.",,Cody
259,5578,USA,WY,Carbon,Cretaceous,"Cody Shale, from thick sandstone higher than D5577","Campanian, Middle",NA,,"NW¼NW¼SW¼ sec. 20, T. 23 N., R. 79 W.","Inoceramus sp., Baculites mclearni Landes.",,Gill and Reiskind,09/06/1966,OF-66-8D,,,41.9496,-106.32527,PP 667,,02/18/2014,"Inoceramus sp., Baculites mclearni Landes.",,Cody
260,6314,USA,WY,Carbon,Cretaceous,"Cody Shale, from thin sandstone above a 2-ft orange- brown-weathering bentonitic shale in middle.",Campanian,NA,,"Center of NE¼ sec. 7, T.22 N., R. 88 W.","Inoceramus sp., ",,James R. Gill,08/07/1997,OF-67-7D,Rawlins Peak,,41.89587,-107.37498,,,02/18/2014,"Inoceramus sp., ",,Cody
261,4294,USA,WY,Natrona,Cretaceous,"Cody Shale, from thin sandstone layers about 450 feet below top","Campanian, Middle",NA,,"NW1/4 SW1/4 sec. 3, T. 38 N., R. 78 W.","Inoceramus sp., Cymbophora emmonsi (Meek), Baculites mclearni Landes, Trachyscaphites spiniger (Schluter)",,W. A. Cobban,09/12/1963,,,,43.29095,-106.20438,,,02/18/2014,"Inoceramus sp., Cymbophora emmonsi (Meek), Baculites mclearni Landes, Trachyscaphites spiniger (Schluter)",,Cody
262,8468,USA,WY ,Johnson,Cretaceous,"Cody Shale, from top of basal 40 - ft silty unit ",Campanian,NA,,"SE1/4 NW1/4 NE1/4 sec. 11, T. 43 N., R. 82 W.","Eutrephoceras sp., Placenticeras stantoni Hyatt",,E. A. Merewether ,08/01/1972,OER-72-3D,Kaycee  ,,43.71239,-106.66053,PP 1186-A,,02/18/2014,"Eutrephoceras sp., Placenticeras stantoni Hyatt",,Cody
264,4915,USA,WY,Johnson,Cretaceous,"Cody Shale, from top of ironstone bearing unit underlying D4243.","Campanian, Lower about 81.7 MY",NA,,"SW¼NW¼NW¼sec. 26, T. 44N., R. 82W","Baculites, Scaphites hippocrepis",,W. A. Cobban,7/21/1965,,Nork Fork section,,43.75573,-106.67394,,,02/18/2014,"Baculites, Scaphites hippocrepis",,Cody
266,4727,USA,WY,Natrona,Cretaceous,"Cody shale, from top of soft white sandstone 480 ft below top .","Campanian, Middle  80.04 MY",NA,,"NE¼NE¼ sec.15, T. 34 N.., R. 89 W.","Inoceramus subcompressus Meek & Hayden, Oxytoma nebrascana (Evans & Shumard) Baculites obtusus Meek",,Gill & Givens,1964,OF-64-15D,,,42.92419,-107.48499,,,02/18/2014,"Inoceramus subcompressus Meek & Hayden, Oxytoma nebrascana (Evans & Shumard) Baculites obtusus Meek",,Cody
267,14113,USA,WY,Park,Cretaceous,"Cody Shale, from unit with ferruginous concretions above unit with gray ls concretions containing Scaphites binneyi",Campanian,NA,,"Near CE1/2E1/2 sec. 32, T. 51 N., R. 100 W.",Phlycticrioceras trino dosum,,Dyman,2001,0,Elk Butte  ,,44.34976,-108.89898,,,02/18/2014,Phlycticrioceras trino dosum,,Cody
269,4251,USA,WY,Johnson,Cretaceous,"Cody Shale, from unit with red and tan silty limestone concretions; 1,290 feet above top of Niobrara Member",Campanian,NA,,"SW/4 SE1/4 sec. 23, T. 44 N., R. 82 W.  . Same locality as D4248","Inoceramus cf. I. Balticus Boehm, Baculites sp., Haresiceras natronense Reeside?",Haresiceras placentiform and H. natronense,W. A. Cobban,09/05/1963,,,,43.76042,-106.66268,,,02/18/2014,"Inoceramus cf. I. Balticus Boehm, Baculites sp., Haresiceras natronense Reeside?",,Cody
270,14214,USA,WY,Carbon,Cretaceous,"Cody Shale, from unit with shaly siltstone",Campanian,NA,,"NW sec. 34, T. 28N., R. 80W.",Baculites sp. (? Smooth),,J.R. Gill & W.A. Cobban,,,Wild Irish Reservoir,,42.35877,-106.4095,,,02/18/2014,,,Cody
271,4177,USA,WY,Washakie,Cretaceous,"Cody Shale, from upper part about 150 feet below thick gray bentonite and bentonitic shale unit",Campanian,NA,,"NE1/4 sec. 36, T. 47 N., R. 90 W","Ostrea sp., Baculites sp., Placenticeras cf. P. syrtale (Morton)",,"J. R. Gill, R. Vaughn",1962,,,,44.00555,-107.59148,,,02/18/2014,"Ostrea sp., Baculites sp., Placenticeras cf. P. syrtale (Morton)",,Cody
272,5555,USA,WY,Carbon,Cretaceous,"Cody Shale, from upper sandstone",Campanian,NA,,"NW¼NE¼SE¼ sec. 31, T. 24 N., R. 86 W.","Ostrea glabra Meek and Hayden, Ophiomorpha",,J. R. Gill,8/24/1966,OF-66-3D,,,42.00695,-107.14218,,,02/18/2014,"Ostrea glabra Meek and Hayden, Ophiomorpha",,Cody
273,4678,USA,WY,Washakie,Cretaceous,"Cody Shale, from very fine grained sandstone 200 ft below top.","Campanian, Middle",NA,,"NE¼ sec. 36, T. 44 N, R. 90 W.  ",Baculites cf. B. mclearni Landes,,J. R. Gill,8/21/1964,OF-64-12D,,,43.74455,-107.60033,,,02/18/2014,Baculites cf. B. mclearni Landes,,Cody
274,4260,USA,WY,Johnson,Cretaceous,"Cody Shale, from yellow - tan limestone concretion; 2,285 feet above top of  Niobrara Member",Campanian,NA,,"SE/4 SW1/4 sec. 24, T. 44 N., R. 82 W.  . Same locality as D4257","Baculites sp., Hoploscaphites n. sp.",,W. A. Cobban,09/06/1963,,,,43.76055,-106.64728,,,02/18/2014,"Baculites sp., Hoploscaphites n. sp.",,Cody
276,6344,USA,WY,Carbon,Cretaceous,"Cody shale, from yellowish limestone concretions 340 ft above D6035 ( unit 8 of Point of Rocks section).","Campanian, Lower. about 80.9 MY",NA,,"SE¼SE¼ sec. 19, T. 22 N., R. 88 W.",Baculites sp. (Smooth),,James R. Gill,08/12/1967,OF-67-7D,Rawlins Peak ,,41.85778,-107.3726,MF-1548,,02/18/2014,Baculites sp. (Smooth),,Cody
278,4198,USA,WY,Big Horn,Upper Cretaceous,"Cody Shale, from zone of large brown calcareous sandstone concretions","Campanian, Lower about 81.7 MY",NA,ELIASI,"West of Schio's Alkali anticline unit no. 6 well SE1/4 NW1/4 SE1/4 sec. 29, T. 55 N., R. 95 W.","Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter, Haresiceras placentiforme Reeside, Parapuzosia bradyi Miller & Youngquist",Scaphites hippocrepis,"R. E. Burkcholder, W,A Cobban",05/07/1963,,,,40.9117,-105.0476,PP 619,,02/18/2014,"Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter, Haresiceras placentiforme Reeside, Parapuzosia bradyi Miller & Youngquist",,Cody
280,8482,USA,WY,Natrona,Cretaceous,"Cody Shale, higher than D8481",Campanian,NA,,"NW1/4NW1/4Nw1/4SW1/4 sec. 36, T. 39N., R. 83 W.",Baculites mariasensis Cobban,,E. A. Merewether,08/01/1972,OER-72-3D,Big Sulfur Draw  ,,43.30338,-106.76324,,,02/18/2014,Baculites mariasensis Cobban,,Cody
281,8483,USA,WY,Natrona,Cretaceous,"Cody Shale, higher than D8482",Campanian,NA,,"SE1/4NW1/4NW1/4SW1/4 sec. 36, T. 39 N., R. 83 W","Pycnodonte? Sp., Eutrephoceras sp.",,E. A. Merewether,08/01/1972,OER-72-3D,Big Sulfur Draw  ,,43.30255,-106.76186,,,02/18/2014,"Pycnodonte? Sp., Eutrephoceras sp.",,Cody
282,8485,USA,WY,Natrona,Cretaceous,"Cody Shale, higher than D8484",Campanian,NA,,"Center of S1/2NW1/4SW1/4 sec. 36, T. 39 N., R. 83 W Slightly southeast of D8484","Pycnodonte? Sp., gastropods",,E. A. Merewether,08/01/1972,OER-72-3D,Big Sulfur Draw  ,,43.30094,-106.7607,,,02/18/2014,"Pycnodonte? Sp., gastropods",,Cody
283,9259,USA,WY,Park,Cretaceous ,"Cody Shale, higher than D9258",Campanian,NA,,"South side of Clarks Fork valley near center of the NE1/4 sec. 21, T. 56 N., R. 103 W.",Inoceramus inconstans Woods,,E.A Merewether ,10/08/1974,OER-74-19D,Deep Lake ,,44.82234,-109.26518,,,02/18/2014,Inoceramus inconstans Woods,,Cody
284,9260,USA,WY,Park,Cretaceous ,"Cody Shale, higher than D9259",Campanian,NA,,"South side of Clarks Fork valley near center of the NE1/4 sec. 21, T. 56 N., R. 103 W.","Nuculana sp, Cardium sp, Baculites sp",,E.A Merewether ,10/08/1974,OER-74-19D,Deep Lake ,,44.82234,-109.26518,,,02/18/2014,"Nuculana sp, Cardium sp, Baculites sp",,Cody
285,9269,USA,WY,Big Horn,Cretaceous ,"Cody Shale, higher than D9268",Campanian,NA,,"East of Bonanza oil field in the NE1/4  NW1/4  SE1/4  sec. 25, T. 49 N., R. 91 W.","Inoceramus cf. I. Incertus Jimbo, Scaphites sp ",,E.A Merewether ,8/17/1974,OER-74-19D,Weintz Draw   ,,44.18877,-107.72834,,,02/18/2014,"Inoceramus cf. I. Incertus Jimbo, Scaphites sp ",,Cody
286,1740,USA,WY,Washakie,Cretaceous,"Cody shale, in 15-foot bed of bentonite 2,740 feet above the Niobrara zone",Campanian,NA,,"SW1/4 sec. 34, T. 44 N., R. 90 W.",Baculites haresi,,George H. Horn,7/28/1958,,,,43.73705,-107.65025,,,02/18/2014,Baculites haresi,,Cody
287,5826,USA,WY,Carbon,Cretaceous,"Cody Shale, just below sandstone ridge; 540 ft below top of Parkman",Campanian,NA,,"SW¼ sec. 32, T.22 N., R.78W.","Inoceramus sp., Baculites sp.",,Gill and Cobban,06/04/1967,OF-67-3D,Como Ridge,,41.8311,-106.20381,,,02/18/2014,"Inoceramus sp., Baculites sp.",,Cody
288,9253,USA,WY,Big Horn,Cretaceous ,"Cody Shale, lower part",Campanian,NA,,"Northwest of Bonanza oil field in the NW1/4 SE1/4 NW1/4 sec.15, T. 49 N., R. 91 W.","Inoceramus rotundatus Fiege, Gastropods (sent to Sohl) ",Cremnoceramus erectus,E.A Merewether ,02/08/1974,OER-74-19D,McDermotts Butte   ,,44.22111,-107.77613,,,02/18/2014,"Inoceramus rotundatus Fiege, Gastropods (sent to Sohl) ",,Cody
289,14115,USA,WY,Natrona,Cretaceous,"Cody Shale, lower part of Smoky Hill member",Campanian,NA,,"East of South Natrona road 4.6 miles south of Natrona NW1/4 sec. 33, T. 35 N., R. 83 W.",Volviceramus grandis,,Cobban,2001,0,Reid Canyon  ,,42.95957,-106.80768,,,02/18/2014,Volviceramus grandis,,Cody
290,8475,USA,WY,Natrona,Cretaceous,"Cody Shale, lower part,",Campanian,NA,,"NE1/4SW1/4SE1/4 sec .9, T. 38 N., 85 w",Inoceramus sp.,,E. A. Merewether,08/01/1972,OER-72-3D,Three Buttes,,43.27192,-107.04797,,,02/18/2014,Inoceramus sp.,,Cody
291,8507,USA,WY,Natrona,Cretaceous,"Cody Shale, lower part,",Campanian,NA,,"Center of the E1/4E1/4NE1/4 sec. 32, T. 32 N., R. 81 W",Pycnodonte? Sp.,,E. A. Merewether,08/01/1972,OER-72-4D,Bessemer Muontain ,,42.70149,-106.5624,,,02/18/2014,Pycnodonte? Sp.,,Cody
292,8508,USA,WY,Natrona,Cretaceous,"Cody Shale, lower part,",Campanian,NA,,"Center of the E1/4E1/4NE1/4 sec. 32, T. 32 N., R. 81 W.",Inoceramus Inconstans Woods,,E. A. Merewether,08/01/1972,OER-72-4D,Bessemer Muontain ,,42.70149,-106.5624,,,02/18/2014,Inoceramus Inconstans Woods,,Cody
293,8466,USA,WY ,Johnson,Cretaceous,"Cody Shale, near base",Campanian,NA,,"NW1/4 NE1/4 sec. 11, T. 43 N., R. 82 W.",Prionocyclus quadratus Cobban ,,E. A. Merewether ,08/01/1972,OER-72-3D,Kaycee  ,,43.71322,-106.66242,,,02/18/2014,Prionocyclus quadratus Cobban ,,Cody
294,4288,USA,WY,Johnson,Cretaceous,"Cody Shale, near base of unit 41 of Hose",Campanian,NA,,"NE1/4 sec. 13, T. 49 N., R. 83 W.  . Same locality as G63 - 54",Baculites sp.,,"J. R. Gill, R. Burkholder",09/12/1963,,,,44.22006,-106.78567,,,02/18/2014,Baculites sp.,,Cody
295,4199,USA,WY,Big Horn,Upper Cretaceous,"Cody Shale, same level as D4198","Campanian, Lower about 81.7 MY",NA,REESIDEI,"SW1/4 sec. 20, T. 55 N., R. 95 W.","Baculites thomi Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter, Haresiceras placentiforme Reeside",Haresiceras placentiform and H. natronense,"R. E. Burkcholder, W,A Cobban",05/07/1963,,,,40.76216,-105.04753,PP 619,,02/18/2014,"Baculites thomi Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter, Haresiceras placentiforme Reeside",,Cody
296,6324,USA,WY,Carbon,Cretaceous,"Cody shale, same level as D6316.",Campanian,NA,,"NW¼NE¼ sec. 36, T. 23 N., R. 89 W",Baculites sp.,,James R. Gill,08/09/1967,OF-67-7D,Rawlins Peak,,41.92672,-107.39669,,,02/18/2014,Baculites sp.,,Cody
297,4671,USA,WY,Washakie,Cretaceous,"Cody Shale, same level as G64-13-1",Campanian,NA,,"NE¼ sec. 36, T. 44 N, R. 90 W.  ","Nucula sp., Inoceramus sp., Baculites sp., Placenticeras syrtale (Morton)",,J. R. Gill,8/22/1964,OF-64-12D,,,43.74455,-107.60033,,,02/18/2014,"Nucula sp., Inoceramus sp., Baculites sp., Placenticeras syrtale (Morton)",,Cody
298,4672,USA,WY,Washakie,Cretaceous,"Cody Shale, same level as G64-13-1",Campanian,NA,,"NW¼ sec. 35, T. 44 N, R. 90 W.  ","Inoceramus n. sp., Modiolus sp., Baculites sp.",,J. R. Gill,8/22/1964,OF-64-12D,,,43.74416,-107.63001,,,02/18/2014,"Inoceramus n. sp., Modiolus sp., Baculites sp.",,Cody
299,4674,USA,WY,Washakie,Cretaceous,"Cody Shale, same level as G64-13-10","Campanian, Lower about 80.5 MY",NA,,"SE¼ sec. 1, T. 44 N, R. 89 W.  ","Baculites sp., (Weak flank ribs)",,J. R. Gill,8/22/1964,OF-64-12D,,,43.80817,-107.48182,,,02/18/2014,"Baculites sp., (Weak flank ribs)",,Cody
300,4676,USA,WY,Washakie,Cretaceous,"Cody Shale, same level as G64-13-11","Campanian, Lower. about 80.9 MY",NA,,"SE¼ sec. 1, T. 44 N, R. 89 W.  ","Baculites sp., (dominantly smooth)",,J. R. Gill,8/22/1964,OF-64-12D,,,43.80817,-107.48182,,,02/18/2014,"Baculites sp., (dominantly smooth)",,Cody
301,13242,USA,WY,Washakie,Cretaceous ,"Cody Shale, well up in Sage Breaks Mbr",Campanian,NA,,"NW1/4 NE1/4 sec. 27, T. 47 N., R. 89 W.",Inoceramus spp,,Merewether and Cobban,9/26/1991,0,Wild Horse Hill  ,,44.02188,-107.50975,,,02/18/2014,Inoceramus spp,,Cody
302,9810,USA,WY,Johnson,Cretaceous,"Cody Shale,from lower of two beds of large orange - weathering septarian limestone concretions.",Campanian,NA,,"NW-1/4NW1/4NW1/4 sec.13 , T. 49N., R. 83 W. ","Turritella sp., Baculitites yokoyamai Tokunaga and Shimizu, Scaphites cervensis Cobban",,E.A.Merewether,05/09/1975,OER-75-36Dc,Klondike Ranch ,,44.22249,-106.79964,,,02/18/2014,"Turritella sp., Baculitites yokoyamai Tokunaga and Shimizu, Scaphites cervensis Cobban",,Cody
303,2590,USA,WY,Fremont,Cretaceous,Cody shale.,"Campanian, Lower about 81.7 MY",NA,,"SW1/4 sec. 27, T. 33 N., R. 95 W.","Inoceramus balticus Boehm, Baculites aquilaensis Reeside, Scaphites hippocrepis (DeKay)",Scaphites hippocrepis,W. R. Keefer,1960,0,,,42.80109,-108.20202,,,02/18/2014,"Inoceramus balticus Boehm, Baculites aquilaensis Reeside, Scaphites hippocrepis (DeKay)",,Cody
304,4505,USA,WY,Natrona,Cretaceous,Cody Shale.,"Campanian, Lower about 81.7 MY",NA,,"NE¼ sec. 5, T. 33 N., R. 83 W.",Baculites aquilaensis Reeside Scaphites hippocrepis (DeKay),Scaphites hippocrepis,W. H. Laraway,1964,,,,42.86139,-106.81458,,,02/18/2014,Baculites aquilaensis Reeside Scaphites hippocrepis (DeKay),,Cody
373,1432,USA,WY,Big Horn,Cretaceous,From calc. septarian concretions 960 feet above base of Cody shale.,Campanian,NA,,"N½N½ sec, 29, T. 55 N., R. 95 W.","Nemodon sp., Parmicorbula ? Sp., Turritella sp., Baculites codyensis Reeside.",,Robert L. Rioux,1957,,North Emblem Reservoir,,44.72156,-108.31963,,,02/18/2014,"Nemodon sp., Parmicorbula ? Sp., Turritella sp., Baculites codyensis Reeside.",,Cody
374,1433,USA,WY,Big Horn,Cretaceous,"From calc. septarian concretions that form a ledge 1,940 feet above the base of Cody shale.",Campanian,NA,,"NE¼NW¼ sec. 29, T. 55 N., R. 95 W.","Inoceramus cf. I. Proximus Tuomey, Eutrephoceras alcesense Reeside, Scaphites aquilaensis Reeside Baculites haresi Reeside.",,Robert L. Rioux,1957,,North Emblem Reservoir,,44.72177,-108.32688,,,02/18/2014,"Inoceramus cf. I. Proximus Tuomey, Eutrephoceras alcesense Reeside, Scaphites aquilaensis Reeside Baculites haresi Reeside.",,Cody
375,1434,USA,WY,Big Horn,Cretaceous,"From calc. septarian concretions that forming a ledge 1,950 feet above base of Cody shale.","Campanian, Lower about 81.7 MY",NA,,"NE¼NW¼ sec. 29, T. 55 N., R. 95 W. Same locality as D 1433.","Inoceramus aff. I. subcompressus Meek & Hayden, Placenticeras meeki Boehm, Scaphites hippocrepis (Dekay), Baculites haresi Reeside.",,Robert L. Rioux,1957,,North Emblem Reservoir,,44.71368,-108.31747,,,02/18/2014,"Inoceramus aff. I. subcompressus Meek & Hayden, Placenticeras meeki Boehm, Scaphites hippocrepis (Dekay), Baculites haresi Reeside.",,Cody
