Column1,Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date,EandR,Map,USGS7.5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum,FormationNew
687,10888,USA,NM ,Rio Arriba,Cretaceous ,"Mancos Shale,from yellowish-brown ls. concrs. In gray silty shale.","Campanian, Lower about 81.7 MY",NA,,Orig. No. 79-SF-9. About 5.2 miles east of west boundary and 5.8 miles south of north boundary of Cebolla quad.,Scaphites hippocrepis.,,G.R. Scott ,9/23/1979,0,Cebolla,Penasco Amarillo,36.687,-106.413,,,02/18/2014,Scaphites hippocrepis.,,Mancos
688,2993,USA,WY,Carbon,Cretaceous,Mancos/Mesaverde transition zone ,Campanian,NA,,SW1/4SW1/4NE1/4 Sec. 23 T22N R86W. Upper 20' of lowest siltstone-sandstone sequence in  Mancos/Mesaverde transition zone . RR1,"Inoceramus sp., Baculites sp.",,A. D. Zapp,06/03/1961,"OF-61-3D, 5D",,,41.86458,-107.06938,PP 667,,02/18/2014,"Inoceramus sp., Baculites sp.",,Mancos
697,14504,USA,NM,Santa Fe,Cretaceous,"Mesaverde Fm., ) from a limestone concretion in the basal sandstones approximately 100 ft above the Mancos Shale",Campanian,NA,,"SWSE sec 36 (projected) T. 15 N., R. 7 E., ",Inoceramus balticus Bohm,,S. C. Hook,11/05/2006,,Madrid,,35.483,-106.14746,,,02/18/2014,,,Mancos
713,10240,USA,NM,Socorro,Cretaceous,Middle Mancos sandstone,Campanian,NA,,"Carthage area, in the SE1/4 SE1/4 sec. 8, T. 5 S., R. 2 E.",Collignoniceras mexicanum ,, G. Stachura & T. L. Wallace,6/20/1976,0,Carthage ,,33.8834,-106.751,NM Memoir 37,,02/18/2014,Collignoniceras mexicanum fauna,,Mancos
714,10241,USA,NM,Socorro,Cretaceous,Middle Mancos sandstone,Campanian,NA,,"Carthage area, in the N1/2 SE1/4 sec. 8, T. 5 S., R. 2 E.",Collignoniceras mexicanum ,, J. Wright ; G. Stachura ,4/29/77 ; 4/22/77 ; 5/26/76,0,San Antonio ,,33.8874,-106.7515,NM Memoir 37,,02/18/2014,Collignoniceras mexicanum fauna,,Mancos
715,10242,USA,NM,Socorro,Cretaceous,Middle Mancos sandstone,Campanian,NA,,"Carthage area, in the NW1/4 SW1/4 and N1/2 N1/2 SW1/4  sec. 9, T. 5 S., R. 2 E.",Collignoniceras mexicanum ,,"G. Stachura , J. Wright ",5/20/76/; 03/04/77,0,Carthage ,,33.8922,-106.7337,NM Memoir 37,,02/18/2014,Collignoniceras mexicanum fauna,,Mancos
716,10243,USA,NM,Socorro,Cretaceous,Middle Mancos sandstone,Campanian,NA,,"Carthage area, in the E1/2 NE1/4 sec. 9, T. 5 S., R. 2 E.",Collignoniceras mexicanum ,, J. Wright ,"3/11/77, 3/18/77, 3/25/77",0,Carthage ,,33.8922,-106.7337,NM Memoir 37,,02/18/2014,Collignoniceras mexicanum fauna,,Mancos
717,10244,USA,NM,Socorro,Cretaceous,Middle Mancos sandstone,Campanian,NA,,"Carthage area, in the N1/2 NW1/4 sec. 10, T. 5 S., R. 2 E.",Spathites,, J. Wright ,11/03/1977,0,Carthage ,,33.8921,-106.7271,,,02/18/2014,Spathites,,Mancos
723,3918,USA,CO,Gunnison,Cretaceous,Near top of Mancos Shale.,Campanian,NA,,"Top of ArKS Mountain in SE1/4 sec. 17, T. 11 S., R. 87 W.","Pachymya? Sp., Baculites sp.",,Dave Gaskill,1962,CD-62-24D,,,39.09544,-107.13076,,,02/18/2014,"Pachymya? Sp., Baculites sp.",,Mancos
915,14662,USA,CO,Montrose,Cretaceous,Smoky Hill Member of Mancos Shale ,Campanian,NA,,"SE1/4 SE1/4 sec. 31, T. 51N., R. 9W.","Baculites sp., Pseudoperna congesta, ""Inoceramus"" sp.",,Noe & Townley,5/29/2007,,,Olathe NW,38.63658,-107.91424,,,02/18/2014,,DN-111,Mancos
1027,3692,USA,CO,Archuleta,Cretaceous,Top of 250-foot unit of thin sandstone and shales in Mancos equivalent to Mesaverda.,"Campanian, Middle  80.04 MY",NA,,"Just east of highway near Sandstone Juana River in NE1/4NE1/4NE1/4 sec. 5, T. 35 N., R. 1 W.",Baculites obtusus,,W. Muelberger,9/20/1961,,Wolf Creek ,,37.30405,-106.96783,,,02/18/2014,Baculites obtusus,,Mancos
1052,11356,USA,NM,Catron,Cretaceous,Upper part of Mancos Shale ,,NA,,"NW1/4SE1/4 sec. 4, T. 3 N., R. 18 W.",Pycnodonte sp (small) Plicatula,,E. R. Landis,08/01/1980,Coal-80-11D,Fence lake SW  ,Fence Lake SW,34.5126,-108.7277,,,02/18/2014,Pycnodonte sp (small) Plicatula,,Mancos
1053,11557,USA,NM,Cibola,Cretaceous,Upper part of Mancos Shale ,,NA,,"Arroyo in NE1/4 NE1/4 sec. 1, T. 5 N., R. 20 W.",Mammites ,,"Orin Anderson, W. A. Cobban ",07/07/1981,0,Cantaralo Spring  ,,34.6928,-108.8921,,,02/18/2014,Mammites ,,Mancos
1054,2532,USA,CO,Dolores,Cretaceous,Upper part of Mancos shale below Mesaverde sandstone,Campanian,NA,,"Sec. 30, T. 42 N., R. 13 W.","Inoceramus, Baculites",,"A. D. Zapp, W. A. Cobban",5/13/1960,F-60-11D,,,37.87436,-108.34744,,,02/18/2014,"Inoceramus, Baculites",,Mancos
1055,7157,USA,CO,Moffat,Cretaceous,Upper part of Mancos Shale beneath Marapos Sandstone Member.,"Campanian, Middle  80.04 MY",NA,,"SE1/4SE1/4 sec. 15, T. 5 N., R 93 W.",Baculites sp. (obtusus-asperiformis group),,"Gill, Blanchard and Pipiringos",7/29/1969,OF-69-18D,Axial ,,40.37863,-107.813,,,02/18/2014,Baculites sp. (obtusus-asperiformis group),,Mancos
1056,11353,USA,NM,Catron,Cretaceous,"Upper part of Mancos Shale, about 100 ft below top.",,NA,,"NE1/4, NE1/4, sec. 15, T. 3 N., R. 18 W. ","Serpula sp., Plicatula Ferryi (Coquand), Ostrea sp., Pleuriocardia Pauperculum (Meek), Legumen Ellipticum (Conrad), Cymbophora sp., Veniella Mortoni (Meek and Hayden)",,E. R. Landis,08/01/1980,Coal-80-11D,Lake Armijo  ,Lake Armijo,34.4905,-108.7036,,"Except for the calcareous worm tube (Serpula), all are shallow-water marine bivalves (Cobban, W. A., 11/24/1980).",02/18/2014,Serpula sp. Plicatula Ferryi Coquand Ostrea sp. Pleuriocardia Pauperculum (Meek) Legumen Ellipticum Conrad Cymbophora sp. Veniella Mortoni Meek and Hayden,L80-1,Mancos
1057,11560,USA,NM,Valencia,Cretaceous,Upper part of Mancos Shale. From 158' below top,,NA,,"Near C E1/2 sec. 6, T. 6 N., R. 19 W.",Mammites ,,"Orin Anderson, W. A. Cobban ",07/07/1981,0,Atarque Lake  ,Atarque Lake,34.7774,-108.8739,,,02/18/2014,Mammites ,,Mancos
410,2917,USA,AR,Hempstead,Cretaceous,From Marlbrook marl.,Campanian,NA,,"SE1/4NW1/4 sec. 8, T.11 S., R. 25 W.",Gryphaea mutabilis Morton,,D.A. Brobst,1961,0,Washington,,33.81206,-93.71102,,,02/18/2014,Gryphaea mutabilis Morton,,Marlbrook
411,2922,USA,AR,Howard,Cretaceous,From Marlbrook marl.,Campanian,NA,,"NE1/4 sec. 32, T.11 S., 27 W.",Ostrea falcata Morton,,D.A. Brobst,1961,0,Mineral Springs,,33.76,-93.90614,,,02/18/2014,Ostrea falcata Morton,,Marlbrook
689,8830,USA,AR,Howard,Cretaceous,Marlbrook Marl.,Campanian,NA,,"Along State Highway 73, 1/2 mile east of Saratoga, SW1/4 SE1/4 sec. 33, T. 11 S., R. 27 W.",Agerostrea falcata,,"B. J. Clardy, R. E. Burkhholder, W. A. Cobban ",04/10/1973,,Mineral Springs South 7-1/2  ,,33.7511,-93.88996,,,02/18/2014,Agerostrea falcata,,Marlbrook
907,9936,USA,AR,Clark,Cretaceous,Sandy marl at base of Marlbrook Marl,Campanian,NA,,"East side of road in center of the N1/2N1/2 sec. 34, T. 8 S. , R, 22 W.",Pycnodonts and oysters,,"B.F.Clardy, R.E.Burkholder and W.A. Cobban",05/11/1974,0,Antoine,,34.00966,-93.34112,,,02/18/2014,Pycnodonts and oysters,,Marlbrook
1065,9935,USA,AR,Hempstead,Cretaceous,Uppermost 2-3 feet of Marlbrook Marl,Campanian,NA,,"Same locality as D8011.(SW1/4 sec. 5, T. 12 S. , R. 27 W. ",Oysters,,W.A. Cobban,06/11/1974,0,Red Bluff ,,33.73883,-93.91531,,,02/18/2014,Oysters,,Marlbrook
1069,2918,USA,AR,Hempstead,Cretaceous,Uppermost part of Marlbrook marl.,Campanian,NA,,"NE1/4SW1/4 sec. 34, T. 11 S., R. 27 W.","Gryphaea mutabilis Morton, Exogyra cancellata Stephenson",,D.A. Brobst,1961,0,Mineral Springs,,33.75165,-93.78189,,,02/18/2014,"Gryphaea mutabilis Morton, Exogyra cancellata Stephenson",,Marlbrook
2,10235,USA,UT,Garfield,Cretaceous,107 m above base of Masuk Shale,,NA,,"1250 fel, 1700 fsl, sec. 26, T. 31S., R. 8 E. West side of prominant butte at top of Blind Trail, at elevation 6000'","Viviparus Panguitchensis ? , Viviparus sp. form A , Viviparus sp. , Cf. Lioplacodes sp. , Physa sp. , Physidae : gen. sp. indet. , Gastropoda : indet. , Cf. Corbula sp.  ",,Ben E. Law,11/07/1975,CD-75-15D (John Hanley),Mt Ellen,Steele Butte,38.079,-110.99155,,,02/18/2014,"Viviparus Panguitchensis ? , Viviparus sp. form A , Viviparus sp. , Cf. Lioplacodes sp. , Physa sp. , Physidae : gen. sp. indet. , Gastropoda : indet. , Cf. Corbula sp.  ",BEL775,Masuk
596,9393,USA,UT,Sevier,Cretaceous,"Mancos Shale, Float presumably from upper 200' of Masuk Member",,NA,,Center of the N1/2 Sec. 36 T23S R4E,Inoceramus (Endocostea) cf. I. balticus Boehm,,C.E. Turner,1975,OER-75-47D,Salina 100k,Old Woman Plateau,38.7702,-111.415,,,03/24/2014,Inoceramus (Endocostea) cf. I. balticus Boehm,,Masuk
597,9391,USA,UT,Sevier,Cretaceous,"Mancos Shale, Float probably from the upper 200' of the Masuk Shale Member",,NA,,Center of the N1/2 Sec. 36 T23S R4E,"Placenticeras sp., Endocostea cf. baltica",,Fred Peterson,1975,OER-75-47D,Salina 100k,Old Woman Plateau,38.7702,-111.415,,,03/24/2014,Placenticeras sp.,,Masuk
652,9392,USA,UT,Sevier,Cretaceous,"Mancos Shale, from sandy septarian limestone concretions about 400' above base of the Masuk Shale Member",,NA,,Center of the N1/2 Sec. 36 T23S R4E,"Inoceramus (Sphenoceramus) sp., internal mold of a small pelycypod",,Fred Peterson,1975,OER-75-47D,,Old Woman Plateau,38.7702,-111.415,,,02/18/2014,"Inoceramus (Sphenoceramus) sp., internal mold of a small pelycypod",,Masuk
690,7290,USA,UT,Garfield,Cretaceous,"Masuk Shale, 282 ft above base",,NA,,"S1/2 NW1/4 sec. 26, T. 31 S., R. 8 E.","Tulotomops? sp., Viviparus?sp",,Fred Peterson,1969,CD-69-23D,Notom,,38.08354,-111.0008,,,02/18/2014,"Tulotomops? sp., Viviparus?sp",,Masuk
691,7291,USA,UT,Garfield,Cretaceous,"Masuk Shale, 420 - 425 ft above base",,NA,,Same locality as D7290,"Corbula? sp., Corbicula? sp",,Fred Peterson,1969,CD-69-23D,Notom,,38.08354,-111.0008,,,02/18/2014,"Corbula? sp., Corbicula? sp",,Masuk
664,7062,USA,CO,Rio Blanco,Cretaceous,"Mancos Shale, from very thin-bedded soft sandstone forming upper part of Meeker Sandstone Member.",Campanian,NA,,"At bridge over White River in the NE1/4NE1/4 sec. 27, T. 1 N., R 94 W.",Baculites sp.,"Inoceramus dimidius, Lopha lugubris",J. G. Gill ,1969,O-69-28D,Meeker ,,40.03204,-107.91826,,,02/18/2014,Baculites sp.,M16B/69,Meeker
668,9733,USA,CO,,Cretaceous ,"Mancos Shale, Meeker Sandstone Member.","Campanian, Lower  ",NA,,"SW-1/4 NW-1/4 sec. 20, T. 2 N., R. 92 W.","Cataceramus (Inoceramus cf. I.) balticus Boehm, Arthropod trackways",,Marith Reheis,1976,CD-76-3D,Danforth Hills area,,40.13037,-107.74255,,,02/18/2014,"Inoceramus cf. I. balticus Boehm, Arthropod trackways",,Meeker
692,2168,USA,CO,Rio Blanco,Cretaceous,Meeker sandstone member of Mancos shale,Campanian,NA,,"Flag Creek road at bridge over White River at Meeker in NE1/4 NE1/4 sec. 27, T. 1 N., R. 94 W",Inoceramus aff. I. Balticus Boehm ,,"W. A. Cobban, A. D. Zapp",09/01/1959,"F-59-11D, 18D",,Meeker,40.03297,-107.91806,,,02/18/2014,Inoceramus aff. I. Balticus Boehm ,,Meeker
8,7774,USA,CO ,San Miguel,Cretaceous,About 100 ft above base of Mesaverde Formation ,Campanian,NA,,"SE1/4 SW1/4 sec. 19, T. 42 N., R. 13 W",Baculites sp.,,J. R. Gill ,9/17/1970,OF-70-9D,Lone Cone,,37.88289,-108.34887,,,02/18/2014,Baculites sp.,,Mesaverde
11,1674,USA,WY,Washakie,Cretaceous,About 200 feet above base of Mesaverde formation,Campanian,NA,,"NE¼NW¼ sec. 26, T. 44 N., R. 92 W.","Inoceramus n. sp., Baculites haresi.",,G. H. Horn,1957,,,,43.76041,-107.86942,PP 550 B,,02/18/2014,"Inoceramus n. sp., Baculites haresi.",,Mesaverde
13,10361,USA,NM,Socorro,Cretaceous,About 4' above base of Mesaverde Fm.,Campanian,NA,,"Carthage area, in the NE1/4 SW1/4  sec. 15, T. 5 S. , R. 2 E. Carthage Coal Field Section",Lopha sannionis,Lopha sannionis,Smith & Hook ,1/24/1977,0,Carthage ,,33.8718,-106.72358,NM Guidebook 2012,,02/18/2014,Lopha aff. sannionis,,Mesaverde
17,3830,USA,WY,Albany,Cretaceous,About middle of Mesaverde Formation,Campanian,NA,,"N1/2 NE1/4 sec. 11, T. 20 N., R. 75 W.",Inoceramus pertenuis Meek & Hayden,,H. McAndrews,08/01/1962,,Oper Lake North,,41.72764,-105.7775,,,02/18/2014,Inoceramus pertenuis Meek & Hayden,,Mesaverde
18,6456,USA,WY,Albany,Cretaceous,About top of lower thick sandstone of Mesaverde.,Campanian,NA,,"West of Rex Lake, in the NW¼NW¼NW¼ SE¼ sec.27, T.16N., R.77W., Albany Co., WY",Ethmocardium sp.,,Jame R. Gill,02/04/1968,OF-67-7D,Rex Lake,,41.32621,-106.02323,,,02/18/2014,Ethmocardium sp.,,Mesaverde
42,10360,USA,NM,Socorro,Cretaceous,Basal 5' of Mesaverde Fm. ,Campanian,NA,,"Carthage area, in the NE1/4 SW1/4  sec. 9, T. 5 S. , R. 2 E. Carthage Coal Field Section","Placenticeras cf. stantoni, Placenticeras cumminsi",,C. Smith,"June, 1975",0,Carthage,,33.8718,-106.72358,NM Guidebook 2012,,02/18/2014,Placenticeras cf. stantoni,,Mesaverde
48,3361,USA,WY,Carbon,Cretaceous,Basal part of lowest major cliff - forming sandstone of Mesaverde Formation,Campanian,NA,,"CNE1/4 sec. 30, T. 13 N., R. 87 W.","Pteria cf. P. haydeni (Hall & Meek), Baculites sp., Acanthoscaphites sp.",,A. D. Zapp,8/26/1961,"OF-61-3D, 5D",,,41.07113,-107.21691,,,02/18/2014,"Pteria cf. P. haydeni (Hall & Meek), Baculites sp., Acanthoscaphites sp.",,Mesaverde
49,3369,USA,WY,Carbon,Cretaceous,Basal part of marine shale overlying lower nonmarine sequence in Mesaverde Formation,Campanian,NA,,"NW1/4 NE1/4 NE1/4 sec. 28, T. 20 N., R. 78 W.","Anomia sp., Didymoceras sp.",,A. D. Zapp,09/06/1961,"OF-61-3D, 5D",,,41.68383,-106.16077,,,02/18/2014,"Anomia sp., Didymoceras sp.",,Mesaverde
51,6319,USA,WY,Carbon,Cretaceous,Basal sandstone of Mesaverde Formation (top of unit 10 of section),"Campanian, Middle",NA,,"Center of SW¼SW¼ sec. 23, T.24 N., R. 89 W",Baculites mclearni Landes,,James R. Gill,08/08/1967,OF-67-7D,Separation Rim,,42.03166,-107.42513,MF-1548,,02/18/2014,Baculites mclearni Landes,,Mesaverde
55,7767,USA,CO ,San Miguel,Cretaceous,Base of Mesaverde Formation ,Campanian,NA,,"SW1/4 SE1/4 sec. 3, T. 43 N., R. 16 W. (unsurveyed)",Baculites aquilaensis Reeside ,,F. J. James ,9/16/1970,OF-70-9D,Basin,,38.01239,-108.61891,,,02/18/2014,Baculites aquilaensis Reeside ,,Mesaverde
58,6290,USA,WY,Carbon,Cretaceous,Below lowest sandstone in Mesaverde Formation,"Campanian, Lower. about 80.9 MY",NA,,"NE¼SW¼NE¼ sec. 9, T. 20 N., R. 82 W.",Baculited sp (smooth),,Jame R. Gill,7/29/1967,OF-67-7D,Coal Bank Basin,,41.72311,-106.61895,,,02/18/2014,Baculited sp (smooth),,Mesaverde
336,3409,USA,WY,Carbon,Cretaceous,Estimated 250 feet below base of Mesaverde Formation,"Campanian, Middle  80.04 MY",NA,,"Somewhere near SW corner sec. 34, T. 36 N., R. 85 W.",Baculites cf. B. obtusus Meek,Exitoloceras jenneyi,A. D. Zapp,9/28/1961,"OF-61-3D, 5D",,,43.04304,-107.02296,,,02/18/2014,Baculites cf. B. obtusus Meek,,Mesaverde
368,6267,USA,WY,Carbon,Cretaceous,From below the lowest ridge-forming sandstone of Mesaverde,Campanian,NA,,"NE¼SE¼ sec. 19, T. 20 N., R. 82 W.",Baculites sp,,Jame R. Gill,7/25/1967,OF-67-7D,Coal Bank Basin,,41.6896,-106.65329,,,02/18/2014,Baculites sp,,Mesaverde
370,6818,USA,NM ,Sierra,Cretaceous,From brown - wearthering concretionary sandstone forming lowest part of Mesaverde Formation of Kelly anf Silver.,,NA,,"Durham Ranch section, about SW1/4 NE1/4 sec. 30, T. 14 S., R. 3 W.","Mytiloides mytiloides (Mantell) (Schlotheim), Crassostra soleniscus (Meek), Modiolus sp., Plicatula sp., Cymbophora sp., Gyrodes cf. G. conradi Meek, Rostellinda? Sp., Indet. Molds.","Mytiloides nodosoites, M. mytiloides",Landis & Cobban,10/01/1968,OF-68-5D,Engle ,,33.06405,-107.18725,,"Mytilodies mytiloides (Mantell) replaces Inoceramus labiatus of earlier reports (Cobban, W. A., OF-71-3Da, 4/1974).",02/18/2014,Inoceramus labiatus (Schlotheim) ,L68-57A,Mesaverde
406,6269,USA,WY,Carbon,Cretaceous,From lowest sandstone in Mesaverde Formation,Campanian,NA,,"NW¼NW¼SE¼ sec. 34, T. 21 N., R. 81 W.",Baculites sp,,Jame R. Gill,7/25/1967,OF-67-7D,Rattlesnake Pass,,41.74623,-106.50766,,,02/18/2014,Baculites sp,,Mesaverde
407,6291,USA,WY,Carbon,Cretaceous,From lowest sandstone in Mesaverde Formation,"Campanian, Middle  80.04 MY",NA,,"NE¼SW¼NE¼ sec. 9, T. 20 N., R. 82 W.",Baculites obtusus Meek (early form),,Jame R. Gill,7/29/1967,OF-67-7D,Coal Bank Basin,,41.72311,-106.61895,,,02/18/2014,Baculites obtusus Meek (early form),,Mesaverde
409,1521,USA,WY,Natrona,Cretaceous,From marine tongue 174 feet above basal sandstone of Mesaverde formation,Campanian,NA,,"Section No. 26, locality D. S ½ sec. 4, T. 33 N., R., 87 W.",Inoceramus pertenuis,,John R. Barwin,10/21/1957,,,,42.85619,-107.2707,,,02/18/2014,Inoceramus pertenuis,,Mesaverde
430,12800,USA,UT,Wasatch,Cretaceous,From solf sandstone unit in lower part of Mesaverde Formation,Campanian,NA,,"Road cut at upper end of Currant Creek Reservoir at Low Pass Creek in the SE1/4NW1/4 sec. 31, T. 1 S., R. 10 W.",Inoceramus cf. I. Kleini Muller Pleuriocardia subcurtum (Meek),,Merewether and Cobban,06.15.87,PG-87-2D,Jimmies Point  ,,40.35253,-111.05866,,,02/18/2014,Inoceramus cf. I. Kleini Muller Pleuriocardia subcurtum (Meek),,Mesaverde
433,6454,USA,WY,Albany,Cretaceous,"From thin concretionary very fine grained sandstone forming 
lowest ledge of Mesaverde Formation (base of Mesaverde of 
Toots' section )",Campanian,NA,,"West of Rex Lake , NW¼NW¼NE¼SE¼ sec . 27 ,T .16N . , R . 77W ., Albany C°. , Wy°.",Ostrea russelli Landes,,W .A . Cobban,10/17/1967,OF-67-7D,Rex Lake,,41.32638,-106.01857,,,02/18/2014,Ostrea russelli Landes,,Mesaverde
504,1523,USA,WY,Natrona,Cretaceous,In fine-grained sandstone 350 feet above top of basal Mesaverde equivalent.,Campanian,NA,,"Section No. 29, locality C, Approximately in the SE¼ sec. 3, T. 32 N., R., 86 W.","Pteria nebrascana, Cymella montanensis, Ethmocardium whitei, Tellina equilateralis, Placenticeras sp.",,John R. Barwin,10/21/1957,,,,42.77021,-107.11847,,,02/18/2014,"Pteria nebrascana, Cymella montanensis, Ethmocardium whitei, Tellina equilateralis, Placenticeras sp.",,Mesaverde
522,3341,USA,WY,Carbon,Cretaceous,Lower part of Mesaverde Formation,Campanian,NA,,"SE1/4 SW1/4 SW1/4 sec. 19, T. 22 N., R. 88 W.","Ostrea sp., large gastropod undet",,A. D. Zapp,9/18/1961,"OF-61-3D, 5D",,,41.85698,-107.3851,,,02/18/2014,"Ostrea sp., large gastropod undet",,Mesaverde
694,2995,USA,WY,,Cretaceous,Mesaverde ,Campanian,NA,,NE1/4NW1/4 Sec. 12 T23N R80W. from 80' above lowest visible sandstone in Mesaverde FM. MB-1,"Inoceramus subcompressus Meek & Hayden, Baculites n. sp. ",,A. D. Zapp,06/08/1961,"OF-61-3D, 5D",,,41.98482,-106.35771,,,02/18/2014,"Inoceramus subcompressus Meek & Hayden, Baculites n. sp. ",,Mesaverde
695,9154,USA,NM,Socorro,Cretaceous ,"Mesaverde Fm, from lowest ss",Campanian,NA,,"Carthage area SW1/4 sec. 10, T. 5 S, R. 2 E.",Mammites ,"Mammites, Morrowites",W. A. Cobban ,8/15/1974,,Carthage   ,,33.8852,-106.7272,,,02/18/2014,Mammites ,,Mesaverde
696,352,USA,WY,Albany,Cretaceous,Mesaverde fm. From sandstone About 50' above base,Campanian,NA,,"J. Ernest's ranch, sec. 3, T. 16 N., R. 76 W.","Inoceramus, Baculites, Placenticeras",,G.R. Scott,05/06/1955,0,Laramie ,James Lake,41.39,-105.91,,,02/18/2014,"Inoceramus, Baculites, Placenticeras",,Mesaverde
698,14505,USA,NM,Santa Fe,Cretaceous,"Mesaverde Fm., , approximately the same level as D14504,100 yds to the north",Campanian,NA,,"SWSE sec 36 (projected) T. 15 N., R. 7 E., ",Inoceramus balticus Bohm,,S. C. Hook,11/05/2006,,Madrid,,35.483,-106.14746,,,02/18/2014,,,Mesaverde
699,4719,USA,WY,Natrona,Cretaceous,"Mesaverde Fm., 120 ft above base.",Campanian,NA,,"SE¼ sec. 5, T. 34 N, R. 88 W.",Ostrea glabra Meek & Hayden,,Gill & Givens,1964,OF-64-15D,,,42.94413,-107.40327,,,02/18/2014,Ostrea glabra Meek & Hayden,,Mesaverde
700,4730,USA,WY,Natrona,Cretaceous,"Mesaverde Fm., 125 ft above base.",Campanian,NA,,"NE¼NE¼ sec.15, T. 34 N.., R. 89 W. Same locality as D4727",Ostrea glabra  Meek & Hayden,, Givens,1964,OF-64-15D,,,42.92419,-107.48499,,,02/18/2014,Ostrea glabra  Meek & Hayden,,Mesaverde
701,4720,USA,WY,Natrona,Cretaceous,"Mesaverde Fm., 180 ft above base.",Campanian,NA,,"SE¼ sec. 5, T. 34 N, R. 88 W. Same locality as D4719","Ostrea sp., Brachidontes sp.",,Gill & Givens,1964,OF-64-15D,,,42.94413,-107.40327,,,02/18/2014,"Ostrea sp., Brachidontes sp.",,Mesaverde
702,1066,USA,CO,Pitkin,Cretaceous,"Mesaverde formation , from calcareous concretions 25-30 feet above basal sandstone .",Campanian,NA,,"Beside road to North Thompson Creek coal mine 6 mile southwest of Carbondale in sec .26,T.8S.,R.89 W.","Inoceramus ,Solenoceras.",,"W.A. Cobban, G.R. Scott",9/25/1956,0,,Stony Ridge,39.029,-107.2965,,,02/18/2014,"Inoceramus ,Solenoceras.",,Mesaverde
703,5444,USA,WY,Carbon,Cretaceous,"Mesaverde formation, about 33 ft above base",Campanian,NA,,"NW¼NW¼SE¼SW¼ sec. 11, T. 26 N., R. 89 W.","Ostrea sp.,, Anomia sp., Corbula sp.",,M. W. Reynolds,07/11/1966,OF-66-10D,Lamont and Bairoil ,,42.23589,-107.43927,,,02/18/2014,"Ostrea sp.,, Anomia sp., Corbula sp.",,Mesaverde
704,5172,USA,WY,Carbon,Cretaceous,"Mesaverde Formation, about 50 feet about base",Campanian,NA,,"NE¼NW¼SW¼ sec. 11, T. 24 N., R. 89 W","Ostrea sp., Corcula sp.",,Reynolds,10/16/1965,OF-65-11D,Separation Rim,,42.06505,-107.42385,,,02/18/2014,"Ostrea sp., Corcula sp.",,Mesaverde
705,7762,USA,CO ,San Miguel,Cretaceous,"Mesaverde Formation, about 70 ft above base ",Campanian,NA,,"NE1/4 NW1/4 NE1/4 sec. 10, T. 43 N., R. 16 W.",Baculites aquilaensis Reeside (late form),,J. R. Gill and F. J. James ,9/15/1970,OF-70-9D,Basin,,38.00967,-108.61809,,,02/18/2014,Baculites aquilaensis Reeside (late form),,Mesaverde
706,2368,USA,CO,Rio Blanco,Cretaceous,"Mesaverde formation, approximately 40 feet below lowest exposed sandstone tongue.",Campanian,NA,,"Douglas Creek, in sec. 33, T. 2 S., R. 101 W.","Pinna sp., Inoceramus subcompresus Meek & Hayden, Pteria sp., Placenticeras cf. P. meeki Boehm",,"P. T. Hayes, A. D. Zapp",9/20/1959,"F-59-11D, 18D",,White Coyote Draw,39.8331,-108.7385,,,02/18/2014,"Pinna sp., Inoceramus subcompresus Meek & Hayden, Pteria sp., Placenticeras cf. P. meeki Boehm",,Mesaverde
707,6268,USA,WY,Carbon,Cretaceous,"Mesaverde Formation, from 20 ft below top of 70-ft glauconitic sandstone at base","Campanian, Middle  80.04 MY",NA,,"NE¼NE¼ sec. 21, T. 20 N., R. 82 W.",Baculites obtusus Meek (early form),,Jame R. Gill,7/25/1967,OF-67-7D,Rattlesnake Pass,,41.69654,-106.61513,,,02/18/2014,Baculites obtusus Meek (early form),,Mesaverde
708,6270,USA,WY,Carbon,Cretaceous,"Mesaverde Formation, from next to lowest sandstone (3d from top)",Campanian,NA,,"SE¼NW¼ sec. 34, T. 21 N., R. 81 W.",Baculites sp,,Jame R. Gill,7/25/1967,OF-67-7D,Rattlesnake Pass ,,41.74892,-106.51181,,,02/18/2014,Baculites sp,,Mesaverde
709,1391,USA,WY,Albany,Cretaceous,"Mesaverde formation, from ridge of brown sandstone concretions 312-314' below Pine Ridge sandstone",Campanian,NA,,"East side of gulch, 2.6 miles southeast of Rock River, near center of NW¼NW¼ sec.16, T. 20N., R. 76 W. Same locality as D 1389.",Inoceramus,,"G.R. Scott, W. A. Cobban",5/29/1957,,Rock River ,,41.71351,-105.94525,,,02/18/2014,Inoceramus,,Mesaverde
710,5000,USA,WY,Carbon,Cretaceous,"Mesaverde Formation, from small dark-brown ferruginous sandstone concretions 20 feet above base of middle marine member. ",Campanian,NA,,"Center of NE¼SE¼ sec. 19, T. 23 N., R. 79 W.","Nuculana evansi (Meek & Hayden), Nucula sp., Inoceramus aff. I. Turgidus Anderson, Pteria linguaeformis (Evans & Shurmard)",,"W. A. Cobban, Gill and E. A. Merewether",06/09/1965,,,,41.94886,-106.32905,PP 667,,02/18/2014,"Nuculana evansi (Meek & Hayden), Nucula sp., Inoceramus aff. I. Turgidus Anderson, Pteria linguaeformis (Evans & Shurmard)",,Mesaverde
